## 1.1.1
## assembly	: /data/ross/mealybugs/analyses/B_viburni_andres/1_pacbio_assembly/1_redbean/polished/pseudococcus_viburni.redbean.cns3.srp1.fa
## coverage	 bam0 - /data/ross/mealybugs/analyses/B_viburni_andres/1_pacbio_assembly/1_redbean/blobtools/p.viburni.decon.to.cns3.srp1.sorted.bam
## taxonomy	 tax0 - /data/ross/mealybugs/analyses/B_viburni_andres/1_pacbio_assembly/1_redbean/blobtools/p.viburni.decon.blast.out
## taxonomy	 tax1 - /data/ross/mealybugs/analyses/B_viburni_andres/1_pacbio_assembly/1_redbean/blobtools/p.viburni.decon.diamond.taxified.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6%s	phylum.s.7%s	phylum.c.8
ctg1812	10043	0.3257	0	0.6549	no-hit	0.0	0
ctg1793	14718	0.3424	0	9.831	Arthropoda	304.3	0
ctg1618	2380	0.0008	0	0.0	no-hit	0.0	0
ctg1794	10830	0.3502	0	6.6802	no-hit	0.0	0
ctg1820	10610	0.3358	0	10.538	no-hit	0.0	0
ctg1790	10237	0.3042	0	7.0671	Arthropoda	2079.4	1
ctg1678	6939	0.3146	0	162.0774	no-hit	0.0	0
ctg1811	10285	0.3506	0	10.2315	no-hit	0.0	0
ctg1809	9453	0.3672	0	141.9331	Arthropoda	128.6	0
ctg1668	8782	0.3837	0	95.1116	Arthropoda	513.8	0
ctg1535	13276	0.316	0	1406.4404	no-hit	0.0	0
ctg1832	10403	0.322	0	11.3799	no-hit	0.0	0
ctg1825	10407	0.3313	0	3.1599	no-hit	0.0	0
ctg1815	10442	0.34	0	17.006	no-hit	0.0	0
ctg1774	11015	0.3419	0	15.5243	no-hit	0.0	0
ctg1739	6870	0.3038	0	179.0227	no-hit	0.0	0
ctg1822	9622	0.4894	0	19.8224	Arthropoda	262.3	0
ctg1816	17552	0.3589	0	6.3701	Arthropoda	276.6	0
ctg1813	3735	0.0051	0	258.851	no-hit	0.0	0
ctg1852	9880	0.335	0	7.9882	no-hit	0.0	0
ctg1843	10499	0.353	0	14.408	no-hit	0.0	0
ctg1826	8087	0.3206	0	20.3318	no-hit	0.0	0
ctg1746	5196	0.0027	0	1.2658	no-hit	0.0	0
ctg1828	10156	0.3117	0	19.4277	no-hit	0.0	0
ctg1757	6231	0.3431	0	16.8883	no-hit	0.0	0
ctg1847	10013	0.315	0	4.5979	no-hit	0.0	0
ctg1835	10422	0.3486	0	17.6697	no-hit	0.0	0
ctg1858	10824	0.3267	0	6.0762	no-hit	0.0	0
ctg1778	2423	0.2716	0	2.7144	no-hit	0.0	0
ctg1827	8702	0.3323	0	8.3137	Arthropoda	312.8	0
ctg1776	1206	0.3027	0	119.9772	no-hit	0.0	0
ctg1859	9132	0.3598	0	7.9223	no-hit	0.0	0
ctg1841	8559	0.2797	0	0.0	no-hit	0.0	0
ctg1844	10430	0.3359	0	19.5479	no-hit	0.0	0
ctg1863	10429	0.3356	0	3.7838	no-hit	0.0	0
ctg1719	1202	0.1855	0	0.0	no-hit	0.0	0
ctg1868	10330	0.3785	0	0.6367	no-hit	0.0	0
ctg1857	9975	0.3285	0	5.9341	no-hit	0.0	0
ctg1831	9896	0.3278	0	5.3168	no-hit	0.0	0
ctg1874	8638	0.3103	0	3.0456	no-hit	0.0	0
ctg1838	8151	0.3327	0	30.6617	no-hit	0.0	0
ctg1837	8481	0.3192	0	6.2039	no-hit	0.0	0
ctg1854	10012	0.3299	0	8.5398	no-hit	0.0	0
ctg1821	18457	0.3216	0	12.1155	no-hit	0.0	0
ctg1849	9843	0.3305	0	8.6864	Arthropoda	434.0	0
ctg1872	9725	0.3221	0	4.734	no-hit	0.0	0
ctg1848	9176	0.3035	0	9.3178	no-hit	0.0	0
ctg1879	9881	0.3856	0	4.6593	Nematoda	132.9	0
ctg1637	1716	0.0047	0	0.0	no-hit	0.0	0
ctg1380	22551	0.3905	0	3990.6046	Arthropoda	572.0	0
ctg1780	11044	0.3099	0	31.5626	no-hit	0.0	0
ctg1865	10688	0.3476	0	7.9996	Arthropoda	131.7	0
ctg1878	10231	0.3127	0	0.6428	no-hit	0.0	0
ctg1876	8254	0.3089	0	14.3427	no-hit	0.0	0
ctg1742	2172	0.0175	0	308.8613	no-hit	0.0	0
ctg1834	23092	0.3312	0	6.2659	no-hit	0.0	0
ctg1836	10456	0.3406	0	15.0962	no-hit	0.0	0
ctg1887	8668	0.3137	0	5.3113	no-hit	0.0	0
ctg1871	9659	0.3322	0	5.4473	Arthropoda	257.0	0
ctg1893	9357	0.3635	0	4.9202	Arthropoda	136.0	0
ctg1873	10004	0.3614	0	11.8337	no-hit	0.0	0
ctg1845	6181	0.3428	0	1.0641	no-hit	0.0	0
ctg1883	9966	0.3571	0	9.2391	no-hit	0.0	0
ctg1891	9380	0.333	0	7.0117	no-hit	0.0	0
ctg1900	8759	0.3398	0	4.5053	Arthropoda	335.9	0
ctg1904	14264	0.3348	0	8.2995	no-hit	0.0	0
ctg1898	9100	0.3509	0	6.5047	no-hit	0.0	0
ctg1881	3629	0.3629	0	16.3109	no-hit	0.0	0
ctg1888	8608	0.3365	0	9.1686	Arthropoda	189.5	0
ctg1862	16724	0.3287	0	4.7192	no-hit	0.0	0
ctg1907	9029	0.336	0	2.9137	no-hit	0.0	0
ctg1917	8396	0.3452	0	8.6167	Arthropoda	692.8	0
ctg1897	9804	0.3208	0	5.3667	no-hit	0.0	0
ctg1861	9685	0.3268	0	8.8281	no-hit	0.0	0
ctg1934	9175	0.3846	0	0.7168	no-hit	0.0	0
ctg1866	8335	0.3105	0	11.8361	no-hit	0.0	0
ctg1910	7330	0.3206	0	11.6644	no-hit	0.0	0
ctg1909	23746	0.3531	0	0.277	no-hit	0.0	0
ctg1908	911	0.7947	0	0.0	no-hit	0.0	0
ctg1889	9056	0.3302	0	10.8938	Arthropoda	447.5	0
ctg1918	9920	0.307	0	4.641	no-hit	0.0	0
ctg1901	9800	0.3408	0	14.7645	no-hit	0.0	0
ctg1912	694	0.2089	0	217.9674	no-hit	0.0	0
ctg1928	9826	0.3257	0	5.3547	no-hit	0.0	0
ctg1935	9169	0.3323	0	2.8692	no-hit	0.0	0
ctg1869	10093	0.3549	0	9.7745	no-hit	0.0	0
ctg1894	9989	0.374	0	11.1931	Arthropoda	386.0	0
ctg1902	9578	0.4149	0	22.6601	Arthropoda	558.1	0
ctg1930	9645	0.3384	0	20.457	Arthropoda	518.5	0
ctg1915	9126	0.3109	0	20.1791	no-hit	0.0	0
ctg1948	9788	0.3219	0	2.0158	no-hit	0.0	0
ctg1920	7517	0.348	0	7.8745	no-hit	0.0	0
ctg1927	9050	0.3582	0	3.6337	Arthropoda	198.0	0
ctg1931	9813	0.3467	0	8.0427	no-hit	0.0	0
ctg1943	9274	0.3479	0	9.2193	Cnidaria	715.3	0
ctg1936	7778	0.3651	0	10.147	Arthropoda	234.2	0
ctg1954	9360	0.3344	0	4.9186	Arthropoda	316.6	0
ctg1965	6977	0.3092	0	2.828	no-hit	0.0	0
ctg1951	9191	0.3532	0	16.4584	Arthropoda	301.6	0
ctg1961	9755	0.3549	0	7.4163	no-hit	0.0	0
ctg1830	14256	0.3885	0	137.9421	Arthropoda	416.0	0
ctg1967	9601	0.2973	0	2.7401	no-hit	0.0	0
ctg1947	8680	0.3286	0	1.5154	no-hit	0.0	0
ctg1880	4825	0.3463	0	24.5357	no-hit	0.0	0
ctg1634	4309	0.3001	0	42.7371	no-hit	0.0	0
ctg1942	7290	0.3276	0	0.9022	no-hit	0.0	0
ctg1973	9131	0.4043	0	5.7623	no-hit	0.0	0
ctg1824	4572	0.0129	0	1.4385	no-hit	0.0	0
ctg1583	12906	0.3121	0	524.8905	no-hit	0.0	0
ctg1979	7095	0.3541	0	1.854	no-hit	0.0	0
ctg1962	12466	0.318	0	28.4898	no-hit	0.0	0
ctg1981	7287	0.3741	0	7.2205	no-hit	0.0	0
ctg1753	2195	0.1157	0	4620.3304	no-hit	0.0	0
ctg1986	9560	0.3245	0	6.1917	no-hit	0.0	0
ctg1983	9737	0.358	0	5.4037	Arthropoda	129.4	0
ctg1989	9313	0.3426	0	19.0677	no-hit	0.0	0
ctg1944	9080	0.3705	0	19.5569	no-hit	0.0	0
ctg1990	8615	0.3183	0	11.4514	no-hit	0.0	0
ctg1829	8386	0.3316	0	97.2501	Arthropoda	279.3	0
ctg1984	9754	0.3187	0	8.7656	no-hit	0.0	0
ctg1966	8674	0.3457	0	27.2965	Arthropoda	143.3	0
ctg1798	3423	0.2676	0	24.9781	no-hit	0.0	0
ctg1995	8579	0.3334	0	3.0665	no-hit	0.0	0
ctg1978	549	0.2404	0	47.9193	no-hit	0.0	0
ctg1919	10010	0.3099	0	22.3392	Arthropoda	305.0	0
ctg2001	7481	0.3109	0	10.5498	no-hit	0.0	0
ctg2016	12183	0.3589	0	0.5398	no-hit	0.0	0
ctg1956	21008	0.348	0	0.9392	no-hit	0.0	0
ctg1711	3640	0.2986	0	5.4205	no-hit	0.0	0
ctg2005	8736	0.3264	0	3.0114	no-hit	0.0	0
ctg1941	9755	0.3106	0	21.5748	no-hit	0.0	0
ctg1970	6887	0.3263	0	0.0	no-hit	0.0	0
ctg2011	8577	0.2676	0	3.0672	no-hit	0.0	0
ctg1999	7361	0.3176	0	3.5739	no-hit	0.0	0
ctg1993	9196	0.3137	0	20.0254	no-hit	0.0	0
ctg2015	8151	0.3146	0	10.4895	no-hit	0.0	0
ctg1890	9989	0.3555	0	22.3862	no-hit	0.0	0
ctg2009	8995	0.3286	0	20.4729	no-hit	0.0	0
ctg1840	3067	0.002	0	0.0	no-hit	0.0	0
ctg2010	8686	0.3081	0	11.3578	no-hit	0.0	0
ctg1985	9236	0.3648	0	18.5145	Chordata	667.9	0
ctg1937	5869	0.3121	0	405.6651	no-hit	0.0	0
ctg1914	1516	0.2698	0	39.0451	no-hit	0.0	0
ctg1764	11104	0.3115	0	107.7991	no-hit	0.0	0
ctg2007	9032	0.3286	0	8.7382	no-hit	0.0	0
ctg1994	2525	0.3335	0	96.3748	no-hit	0.0	0
ctg2025	22904	0.346	0	5.743	Arthropoda	553.1	0
ctg2027	8723	0.3284	0	8.2937	no-hit	0.0	0
ctg2039	7476	0.3044	0	0.0	no-hit	0.0	0
ctg1885	4205	0.3258	0	78.2037	no-hit	0.0	0
ctg2055	8605	0.3496	0	6.8788	Arthropoda	334.0	0
ctg2046	1814	0.2944	0	3.6257	no-hit	0.0	0
ctg1748	4856	0.326	0	50.1125	no-hit	0.0	0
ctg2054	8251	0.3406	0	2.3913	no-hit	0.0	0
ctg2038	8981	0.3256	0	4.3939	no-hit	0.0	0
ctg2008	6475	0.4368	0	3.0472	Arthropoda	237.3	0
ctg2057	7000	0.3083	0	0.0	no-hit	0.0	0
ctg2063	8678	0.3336	0	8.3367	no-hit	0.0	0
ctg2053	8016	0.3207	0	11.4867	no-hit	0.0	0
ctg2058	8066	0.3279	0	11.4154	Arthropoda	165.6	0
ctg1924	2710	0.3565	0	3963.146	no-hit	0.0	0
ctg2020	7831	0.368	0	24.3559	no-hit	0.0	0
ctg2028	1013	0.3238	0	162.3132	no-hit	0.0	0
ctg2072	7080	0.3268	0	25.0815	no-hit	0.0	0
ctg2018	8326	0.3156	0	9.4791	Arthropoda	237.3	0
ctg1991	1016	0.3022	0	110.047	no-hit	0.0	0
ctg2012	6125	0.3876	0	19.3281	no-hit	0.0	0
ctg1975	9531	0.3536	0	29.6724	no-hit	0.0	0
ctg2060	8162	0.3421	0	6.4464	no-hit	0.0	0
ctg2064	8108	0.3504	0	8.1117	no-hit	0.0	0
ctg2082	6384	0.3293	0	2.0604	no-hit	0.0	0
ctg2056	8327	0.3289	0	16.5865	no-hit	0.0	0
ctg2083	8355	0.3542	0	4.7231	no-hit	0.0	0
ctg1851	7492	0.3073	0	456.4874	no-hit	0.0	0
ctg2079	7664	0.367	0	44.6243	Arthropoda	224.2	0
ctg2076	8196	0.28	0	4.0123	no-hit	0.0	0
ctg2094	7691	0.3024	0	0.8551	no-hit	0.0	0
ctg2049	8889	0.3483	0	20.7171	no-hit	0.0	0
ctg2003	7727	0.3159	0	27.2372	no-hit	0.0	0
ctg2048	1404	0.312	0	23.4221	no-hit	0.0	0
ctg2069	3967	0.334	0	29.8424	no-hit	0.0	0
ctg2086	8037	0.3027	0	6.5467	no-hit	0.0	0
ctg1998	1188	0.2753	0	27.6807	no-hit	0.0	0
ctg2112	2448	0.3207	0	16.1199	no-hit	0.0	0
ctg2107	5974	0.3083	0	0.0	no-hit	0.0	0
ctg2051	7355	0.3065	0	35.7685	no-hit	0.0	0
ctg2096	8401	0.3208	0	8.6116	no-hit	0.0	0
ctg1791	2779	0.2774	0	253.2319	no-hit	0.0	0
ctg2088	7166	0.3158	0	5.5068	no-hit	0.0	0
ctg2073	8377	0.3268	0	17.2726	no-hit	0.0	0
ctg2103	8050	0.3755	0	5.7191	no-hit	0.0	0
ctg2108	8689	0.3509	0	9.0831	no-hit	0.0	0
ctg2090	1531	0.772	0	47.2542	no-hit	0.0	0
ctg2084	7882	0.3604	0	8.3442	Arthropoda	310.1	0
ctg1864	3121	0.0128	0	0.0	no-hit	0.0	0
ctg2067	954	0.305	0	234.3979	no-hit	0.0	0
ctg2116	7133	0.3275	0	9.2204	no-hit	0.0	0
ctg2081	8084	0.3368	0	18.7122	no-hit	0.0	0
ctg2136	6875	0.3005	0	5.7399	no-hit	0.0	0
ctg2133	7781	0.3228	0	4.2263	no-hit	0.0	0
ctg2106	7608	0.335	0	6.0513	no-hit	0.0	0
ctg2066	1305	0.1096	0	191.5121	no-hit	0.0	0
ctg2047	9103	0.3366	0	23.8425	Arthropoda	325.1	0
ctg2095	8534	0.3214	0	13.1015	no-hit	0.0	0
ctg2102	1156	0.2984	0	0.0	no-hit	0.0	0
ctg2092	7877	0.3387	0	474.2536	Arthropoda	656.7	0
ctg2111	8641	0.3592	0	7.6113	Proteobacteria	204.9	0
ctg2127	9029	0.3447	0	16.7537	no-hit	0.0	0
ctg2089	8663	0.3274	0	13.6656	no-hit	0.0	0
ctg2065	675	0.3007	0	116.9232	no-hit	0.0	0
ctg2099	6817	0.3359	0	6.7535	no-hit	0.0	0
ctg2125	8437	0.3478	0	11.693	Arthropoda	201.4	0
ctg1773	2125	0.0198	0	591.1499	no-hit	0.0	0
ctg2045	6418	0.3964	0	205.9774	no-hit	0.0	0
ctg2101	8097	0.3538	0	112.9052	Arthropoda	390.2	0
ctg1689	6125	0.2849	0	103.0833	no-hit	0.0	0
ctg1969	3559	0.2557	0	40.6554	no-hit	0.0	0
ctg2152	7736	0.3413	0	1.7003	no-hit	0.0	0
ctg1906	1422	0.3087	0	18.5005	no-hit	0.0	0
ctg2123	7638	0.328	0	26.6935	no-hit	0.0	0
ctg2149	8088	0.3703	0	12.1976	no-hit	0.0	0
ctg2138	7937	0.3387	0	9.1151	no-hit	0.0	0
ctg2121	7312	0.3787	0	8.9947	Nematoda	469.5	0
ctg1980	2046	0.0049	0	0.0	no-hit	0.0	0
ctg2131	8593	0.3893	0	60.4652	Arthropoda	221.1	0
ctg2156	7430	0.2987	0	8.8519	no-hit	0.0	0
ctg2137	6875	0.3388	0	222.8981	no-hit	0.0	0
ctg2145	9709	0.3551	0	29.8058	no-hit	0.0	0
ctg2093	8198	0.3219	0	14.4407	no-hit	0.0	0
ctg2142	8448	0.3606	0	14.7919	no-hit	0.0	0
ctg2134	7094	0.3489	0	7.4169	no-hit	0.0	0
ctg2171	5243	0.3567	0	2.5088	no-hit	0.0	0
ctg1976	2566	0.9661	0	0.0	no-hit	0.0	0
ctg2075	8762	0.301	0	250.707	no-hit	0.0	0
ctg2154	8232	0.3861	0	176.5672	Arthropoda	173.7	0
ctg2022	6271	0.3232	0	283.1719	no-hit	0.0	0
ctg2115	6087	0.3448	0	117.7732	no-hit	0.0	0
ctg2184	7530	0.3045	0	1.7469	no-hit	0.0	0
ctg2146	8184	0.3478	0	24.9126	Arthropoda	140.6	0
ctg1799	14446	0.317	0	506.7231	no-hit	0.0	0
ctg2188	7725	0.3348	0	4.2569	no-hit	0.0	0
ctg2120	7677	0.335	0	17.9908	no-hit	0.0	0
ctg2148	7913	0.3496	0	9.1427	no-hit	0.0	0
ctg2181	7540	0.3174	0	9.595	no-hit	0.0	0
ctg1801	3168	0.0256	0	132.8673	no-hit	0.0	0
ctg2118	1460	0.0068	0	0.0	no-hit	0.0	0
ctg2158	7687	0.3827	0	10.2671	no-hit	0.0	0
ctg2206	5727	0.3216	0	4.5936	no-hit	0.0	0
ctg2190	8011	0.3491	0	3.2839	no-hit	0.0	0
ctg2172	7088	0.3204	0	6.4953	no-hit	0.0	0
ctg2151	7929	0.3394	0	24.8843	no-hit	0.0	0
ctg2207	7961	0.3375	0	9.0876	no-hit	0.0	0
ctg2209	7099	0.3309	0	1.8529	no-hit	0.0	0
ctg2187	6927	0.3358	0	5.6968	no-hit	0.0	0
ctg2197	4599	0.4708	0	2.8602	Chordata	131.0	0
ctg2186	7578	0.3551	0	21.6974	no-hit	0.0	0
ctg2220	6805	0.3133	0	0.0	no-hit	0.0	0
ctg2218	7256	0.2978	0	3.6257	no-hit	0.0	0
ctg2114	12326	0.3123	0	12.2724	no-hit	0.0	0
ctg2219	7590	0.3157	0	6.0657	no-hit	0.0	0
ctg2132	8065	0.322	0	13.8633	no-hit	0.0	0
ctg2182	7504	0.3369	0	9.641	no-hit	0.0	0
ctg2160	14760	0.3548	0	27.1811	Arthropoda	364.8	0
ctg2195	3281	0.5977	0	20.0455	Arthropoda	13638.8	0
ctg2227	7486	0.3394	0	7.9071	no-hit	0.0	0
ctg2240	6675	0.3239	0	3.9412	no-hit	0.0	0
ctg2200	7596	0.3645	0	14.7193	no-hit	0.0	0
ctg2174	8203	0.3237	0	36.8815	Arthropoda	534.2	0
ctg2203	7027	0.3377	0	29.9504	no-hit	0.0	0
ctg2198	7743	0.3431	0	14.4399	no-hit	0.0	0
ctg2185	543	0.3057	0	157.4587	no-hit	0.0	0
ctg2210	526	0.3042	0	37.511	no-hit	0.0	0
ctg2238	7115	0.3203	0	7.395	no-hit	0.0	0
ctg2223	7664	0.3576	0	15.4469	no-hit	0.0	0
ctg2245	3377	0.2819	0	13.633	no-hit	0.0	0
ctg2231	7276	0.3382	0	6.3274	no-hit	0.0	0
ctg2199	22084	0.3254	0	18.4645	Arthropoda	571.2	0
ctg2177	1196	0.3361	0	32.9946	no-hit	0.0	0
ctg1903	2265	0.0362	0	2.9037	no-hit	0.0	0
ctg2193	6276	0.3325	0	15.7192	no-hit	0.0	0
ctg2228	7894	0.3234	0	9.1647	no-hit	0.0	0
ctg2233	8448	0.3517	0	13.2348	no-hit	0.0	0
ctg2215	7266	0.3636	0	50.6892	Arthropoda	293.5	0
ctg2278	6693	0.2999	0	0.9827	no-hit	0.0	0
ctg2222	7623	0.3276	0	31.0599	no-hit	0.0	0
ctg1953	14571	0.3089	0	519.0769	no-hit	0.0	0
ctg2246	6117	0.3397	0	9.6767	no-hit	0.0	0
ctg2050	8946	0.3021	0	41.1701	Arthropoda	147.9	0
ctg2254	6797	0.3176	0	9.6762	no-hit	0.0	0
ctg2290	6916	0.3631	0	6.6568	no-hit	0.0	0
ctg2236	6947	0.34	0	49.2299	Proteobacteria	654.8	0
ctg1955	9504	0.2862	0	25.6046	no-hit	0.0	0
ctg2229	3041	0.4476	0	0.0	no-hit	0.0	0
ctg2109	8489	0.3278	0	319.9755	no-hit	0.0	0
ctg2289	7689	0.325	0	5.9876	no-hit	0.0	0
ctg2288	6720	0.3759	0	6.851	no-hit	0.0	0
ctg2298	7062	0.3268	0	3.7253	no-hit	0.0	0
ctg2241	7437	0.3696	0	29.1836	Arthropoda	265.8	0
ctg2292	960	0.3365	0	89.0626	no-hit	0.0	0
ctg1546	5232	0.3221	0	846.0003	no-hit	0.0	0
ctg2283	7098	0.338	0	15.752	Arthropoda	195.3	0
ctg2300	5806	0.4158	0	1.1328	no-hit	0.0	0
ctg2214	13405	0.322	0	156.0212	no-hit	0.0	0
ctg2263	18534	0.3485	0	31.2275	Arthropoda	250.0	0
ctg2295	5673	0.3342	0	47.5329	no-hit	0.0	0
ctg2265	6592	0.3509	0	9.9771	Spirochaetes	152.5	0
ctg2270	7240	0.4269	0	148.9802	Arthropoda	317.4	0
ctg2299	6054	0.3327	0	5.4319	no-hit	0.0	0
ctg2317	6327	0.3692	0	5.1975	no-hit	0.0	0
ctg2302	7507	0.3052	0	4.3805	no-hit	0.0	0
ctg2304	466	0.0172	0	0.0	no-hit	0.0	0
ctg2315	4819	0.3405	0	1.3648	no-hit	0.0	0
ctg2059	4906	0.3053	0	144.7836	no-hit	0.0	0
ctg2321	5192	0.2976	0	8.8672	no-hit	0.0	0
ctg2319	6376	0.3229	0	7.2206	no-hit	0.0	0
ctg2325	6786	0.2952	0	5.8151	no-hit	0.0	0
ctg2244	1683	0.3024	0	347.7996	no-hit	0.0	0
ctg2322	6727	0.3483	0	5.8661	no-hit	0.0	0
ctg2324	6198	0.3322	0	1.0611	no-hit	0.0	0
ctg2334	6110	0.3205	0	6.4585	no-hit	0.0	0
ctg1932	6384	0.3106	0	231.7997	no-hit	0.0	0
ctg2247	2285	0.3239	0	253.2909	no-hit	0.0	0
ctg2043	2776	0.2806	0	59.2303	no-hit	0.0	0
ctg2328	6885	0.367	0	9.5525	no-hit	0.0	0
ctg2342	5247	0.3177	0	3.7604	no-hit	0.0	0
ctg2275	18875	0.3545	0	10.8018	no-hit	0.0	0
ctg2196	710	0.3817	0	0.0	no-hit	0.0	0
ctg2308	6153	0.3408	0	58.7894	no-hit	0.0	0
ctg2337	6522	0.354	0	7.059	no-hit	0.0	0
ctg2281	3542	0.1412	0	11.141	no-hit	0.0	0
ctg2287	6884	0.3518	0	66.8776	no-hit	0.0	0
ctg2159	3518	0.3087	0	289.7738	no-hit	0.0	0
ctg2070	2053	0.9883	0	0.0	no-hit	0.0	0
ctg2256	7619	0.3239	0	39.7085	no-hit	0.0	0
ctg2294	5427	0.3171	0	1741.4866	no-hit	0.0	0
ctg2357	9763	0.3222	0	4.7156	no-hit	0.0	0
ctg2311	6988	0.3074	0	55.5293	Arthropoda	260.0	0
ctg2336	6441	0.3499	0	163.3766	no-hit	0.0	0
ctg2352	7196	0.3034	0	0.914	no-hit	0.0	0
ctg2277	6793	0.3353	0	27.1094	no-hit	0.0	0
ctg2332	11694	0.2831	0	8.9987	Arthropoda	586.3	0
ctg2360	5555	0.3379	0	2.3679	no-hit	0.0	0
ctg2340	4395	0.2621	0	0.0	no-hit	0.0	0
ctg2370	7065	0.3186	0	8.3783	no-hit	0.0	0
ctg2339	6681	0.3513	0	23.6261	no-hit	0.0	0
ctg2347	6517	0.3463	0	9.0828	no-hit	0.0	0
ctg2374	6296	0.3221	0	5.2231	no-hit	0.0	0
ctg2307	7072	0.3365	0	17.6699	no-hit	0.0	0
ctg2327	6935	0.3573	0	8.5353	Arthropoda	161.4	0
ctg2355	11381	0.3128	0	4.0452	Arthropoda	164.5	0
ctg2351	6830	0.3312	0	8.6665	no-hit	0.0	0
ctg2285	7235	0.3389	0	19.0899	no-hit	0.0	0
ctg2382	6628	0.3019	0	5.9538	no-hit	0.0	0
ctg2389	6534	0.3659	0	6.0394	no-hit	0.0	0
ctg2364	6729	0.3772	0	9.774	no-hit	0.0	0
ctg2353	5982	0.341	0	13.1934	Arthropoda	227.3	0
ctg2380	7202	0.3255	0	10.0453	no-hit	0.0	0
ctg2153	7373	0.3859	0	385.3565	no-hit	0.0	0
ctg2367	6111	0.3274	0	5.3812	no-hit	0.0	0
ctg2251	5236	0.3428	0	15.0732	no-hit	0.0	0
ctg2381	5652	0.4498	0	161.7468	Arthropoda	12013.4	0
ctg2163	2362	0.0339	0	0.0	no-hit	0.0	0
ctg2329	7329	0.3342	0	33.2032	no-hit	0.0	0
ctg2375	5142	0.3285	0	1.2791	no-hit	0.0	0
ctg2345	12478	0.3858	0	16.8666	no-hit	0.0	0
ctg2157	2173	0.0032	0	0.0	no-hit	0.0	0
ctg2410	5542	0.3333	0	5.9337	no-hit	0.0	0
ctg2372	6850	0.3001	0	58.5683	Arthropoda	322.0	0
ctg2379	6523	0.3385	0	9.0744	no-hit	0.0	0
ctg2422	6596	0.3263	0	7.9769	no-hit	0.0	0
ctg2411	4886	0.3234	0	6.7304	no-hit	0.0	0
ctg2392	6168	0.3494	0	7.4641	no-hit	0.0	0
ctg2346	7081	0.3509	0	26.0068	no-hit	0.0	0
ctg2400	4776	0.3124	0	6.8854	no-hit	0.0	0
ctg2031	2545	0.3018	0	317.8634	no-hit	0.0	0
ctg2416	6122	0.3656	0	4.2972	Arthropoda	219.9	0
ctg2401	6072	0.3486	0	42.2431	no-hit	0.0	0
ctg2405	6052	0.3881	0	11.9541	no-hit	0.0	0
ctg2428	6133	0.3406	0	6.4343	no-hit	0.0	0
ctg2414	6825	0.3105	0	6.7456	no-hit	0.0	0
ctg2383	6281	0.3972	0	112.0413	Arthropoda	517.7	0
ctg2446	6034	0.3482	0	10.8998	no-hit	0.0	0
ctg2373	9729	0.3065	0	4.0561	no-hit	0.0	0
ctg2365	4460	0.5585	0	5.8986	no-hit	0.0	0
ctg2448	5578	0.3229	0	3.5373	no-hit	0.0	0
ctg2437	5743	0.3277	0	5.726	no-hit	0.0	0
ctg2361	6579	0.3411	0	35.9887	Chlamydiae	223.4	0
ctg2456	4912	0.3498	0	6.6948	Arthropoda	739.6	0
ctg2440	5880	0.3459	0	7.8297	no-hit	0.0	0
ctg2388	3004	0.0057	0	0.0	no-hit	0.0	0
ctg2451	6587	0.3352	0	5.9908	no-hit	0.0	0
ctg2126	5877	0.3027	0	64.9076	no-hit	0.0	0
ctg2458	6002	0.3567	0	9.8621	no-hit	0.0	0
ctg2439	362	0.0138	0	0.0	no-hit	0.0	0
ctg2390	6607	0.3292	0	18.9135	no-hit	0.0	0
ctg2459	5424	0.3193	0	8.4879	no-hit	0.0	0
ctg2397	6334	0.3325	0	14.5369	Arthropoda	226.1	0
ctg2438	6374	0.3467	0	31.9869	no-hit	0.0	0
ctg2155	6741	0.3053	0	324.895	no-hit	0.0	0
ctg2391	5676	0.3488	0	26.6507	no-hit	0.0	0
ctg2445	6230	0.3396	0	8.4455	no-hit	0.0	0
ctg2338	6869	0.3306	0	48.8315	no-hit	0.0	0
ctg2305	898	0.2973	0	14.6479	no-hit	0.0	0
ctg2354	6467	0.3822	0	19.323	Arthropoda	298.1	0
ctg2425	6346	0.3221	0	46.6375	Arthropoda	317.8	0
ctg2457	6385	0.4294	0	100.9458	Arthropoda	316.2	0
ctg2473	6079	0.292	0	2.1638	no-hit	0.0	0
ctg2068	3992	0.273	0	9.8852	no-hit	0.0	0
ctg2409	3424	0.3157	0	0.0	no-hit	0.0	0
ctg2460	5151	0.3306	0	3.8305	no-hit	0.0	0
ctg2483	4863	0.3052	0	10.8195	no-hit	0.0	0
ctg2487	3395	0.3367	0	9.6862	no-hit	0.0	0
ctg2467	5382	0.3456	0	13.4423	no-hit	0.0	0
ctg2478	5466	0.3332	0	2.4065	no-hit	0.0	0
ctg2461	6026	0.3379	0	78.5826	Nematoda	214.5	0
ctg2482	4944	0.3554	0	18.624	no-hit	0.0	0
ctg2423	8877	0.3578	0	9.6316	no-hit	0.0	0
ctg2358	6054	0.3527	0	9.7774	no-hit	0.0	0
ctg2500	6038	0.3448	0	7.6248	no-hit	0.0	0
ctg2192	6563	0.3501	0	803.7022	no-hit	0.0	0
ctg2494	5119	0.2997	0	3.8544	no-hit	0.0	0
ctg2484	4082	0.3613	0	4.8336	no-hit	0.0	0
