seq	length	PV04.asn	PV13.asn	PV21.asn	PV23.asn	b.status.asn	A.lo	B.lo	A.st	B.st	AB.ratio.st	AB.ratio.lo	b.status.kmer	b.status.old.final	norm_cov_PV04	norm_cov_PV13	norm_cov_PV21	norm_cov_PV23	fraction_of_B_windows	cov.b.status	b.status.final	assignment_changes
scaffold_132	944065	Y	Y	Y	Y	A	809002	116426	866648	58780	-3.88202600046532	-2.79671938736804	A	A	1.90558234728762	1.85824321585606	1.84308381442099	1.83126798896588	0.0105	A	A	A -> A
scaffold_133	943319	Y	Y	Y	Y	A	834480	94932	848327	81085	-3.38709742962625	-3.13589762182188	A	A	1.83891125539201	1.81979294485452	1.86332370927283	1.85071883834776	0	A	A	A -> A
scaffold_134	941937	Y	Y	Y	Y	A	802956	124569	877520	50005	-4.13326053802091	-2.68836606234058	A	A	1.93294134497327	1.93195753284714	1.88008450763761	1.90787454306762	0	A	A	A -> A
scaffold_135	932943	Y	Y	Y	Y	A	790629	125433	896633	19429	-5.5281614008046	-2.65607424197243	A	A	2.35781896824703	2.26027954374687	2.26044615994837	2.15777109296166	0.0106	A	A	A -> A
scaffold_136	931572	Y	Y	Y	Y	A	858225	54099	905879	6445	-7.13477195355712	-3.98765710910273	A	A	2.01194473028602	1.95528915936169	2.0086469247989	1.87642245788548	0	A	A	A -> A
scaffold_137	931543	Y	Y	Y	Y	A	725096	199970	764173	160893	-2.24779064614752	-1.85838321081175	A	A	1.9420765914321	1.91448644920984	1.85301929184522	1.81293369795547	0	A	A	A -> A
scaffold_138	930050	Y	Y	Y	Y	A	775751	150761	925744	768	-10.2334155388171	-2.36332267228258	A	A	2.10494732861585	1.96613409309397	1.94646087335366	1.95368854064371	0	A	A	A -> A
scaffold_139	925897	Y	Y	Y	Y	A	861415	57852	895947	23320	-5.26371344455237	-3.89624644239391	A	A	1.98204488954192	2.17876891606808	2.11308006366201	2.09918950599019	0	A	A	A -> A
scaffold_140	921203	Y	Y	Y	Y	A	864104	45648	893200	16552	-5.75382025219465	-4.24255146767867	A	A	1.96522048328271	1.92066729931567	1.96116898260431	1.98488968679877	0	A	A	A -> A
scaffold_141	916731	Y	Y	Y	Y	A	856942	54553	899419	12076	-6.21866093484062	-3.97344235933013	A	A	2.32189663641801	2.21041766650706	2.22566105844832	2.2391096799146	0.0109	A	A	A -> A
scaffold_142	914383	Y	Y	Y	Y	A	844162	60925	889103	15984	-5.79756153417569	-3.7923916660641	A	A	2.0976215392951	2.09432879644409	2.04009057910656	2.08441033153245	0	A	A	A -> A
scaffold_143	907036	Y	Y	Y	Y	A	846681	42340	887734	1287	-9.42885267465102	-4.32169297037486	A	A	2.22061855903982	2.35214006706684	2.2370488280393	2.15763636809597	0	A	A	A -> A
scaffold_144	906064	Y	Y	Y	Y	A	850688	33071	883618	141	-12.6033177954803	-4.68494960018118	A	A	2.12091717189966	1.96168419858423	2.04905062794142	1.95393850028171	0.011	A	A	A -> A
scaffold_145	902093	Y	Y	Y	Y	A	754207	138264	812809	79662	-3.3509364359272	-2.44752645037207	A	A	1.96703601936415	1.96470220740581	1.83812928574907	1.86534292700245	0.011	A	A	A -> A
scaffold_146	897096	Y	Y	Y	Y	A	786455	105059	843715	47799	-4.14167493729399	-2.90415256356591	A	A	1.84526023518028	1.942493452235	1.83766706472861	1.90647774935691	0	A	A	A -> A
scaffold_147	894308	Y	Y	Y	Y	A	746813	120789	863041	4561	-7.56362051309357	-2.62824795169097	A	A	2.27518347523809	2.33395971760909	2.21135585198798	2.19087968921691	0	A	A	A -> A
scaffold_148	892810	Y	Y	Y	Y	A	888279	2017	890266	30	-14.8096822437329	-8.78194452404356	A	A	2.16587635831316	2.1542823045419	2.30052270229311	2.21739914664987	0	A	A	A -> A
scaffold_149	892767	Y	Y	Y	Y	A	876138	11390	882268	5260	-7.38973773403048	-6.26519346255129	A	A	2.13370802027747	2.03611355296089	2.11073810582914	2.0973079102335	0	A	A	A -> A
scaffold_150	889822	Y	Y	Y	Y	A	805675	61335	847377	19633	-5.43157964774282	-3.71539379016197	A	A	1.9763121741087	1.91996119098682	1.9528916748387	1.97267088567971	0	A	A	A -> A
scaffold_151	880401	Y	Y	Y	Y	A	707127	160274	773524	93877	-3.04258890794863	-2.14142197781616	A	A	1.9900689281127	1.92429846650624	1.77887915977739	1.83177158091804	0.0337	A	A	A -> A
scaffold_152	874986	Y	Y	Y	Y	A	838375	31904	855362	14917	-5.84141076565548	-4.7157429786297	A	A	1.88934109122302	1.98880043406138	1.88206454342518	1.90785980991426	0	A	A	A -> A
scaffold_153	873851	Y	Y	Y	Y	A	807201	59116	843955	22362	-5.23798214133687	-3.77128478474353	A	A	1.59878046127624	1.97184453705509	1.73292609964812	1.58609088983647	0.0114	A	A	A -> A
scaffold_154	869335	Y	Y	Y	Y	A	823649	41448	863501	1596	-9.0786913962815	-4.31262221126	A	A	2.20091362085037	2.26768748780352	2.21182918202231	2.21940043517074	0	A	A	A -> A
scaffold_155	863585	Y	Y	Y	Y	A	741576	114763	770156	86183	-3.15966061177153	-2.69192634150746	A	A	1.93291157754269	1.94957355070455	1.87346209545864	1.89436414753408	0.023	A	A	A -> A
scaffold_156	862521	Y	Y	Y	Y	A	814278	43136	846988	10426	-6.34394719487284	-4.23852544452715	A	A	2.42689771230219	2.46369112616434	2.40467111756723	2.40303952847702	0	A	A	A -> A
scaffold_157	859639	Y	Y	Y	Y	A	688865	163634	851403	1096	-9.6001365321267	-2.07374201314577	A	A	2.46829642422711	2.34218300867294	2.27853174559319	2.40736662073272	0.0233	A	A	A -> A
scaffold_158	859120	Y	Y	Y	Y	A	748089	98270	795388	50971	-3.96388374340444	-2.92837420413979	A	A	1.93350115159554	2.03618072690171	1.84262948605231	1.85190139647035	0	A	A	A -> A
scaffold_159	848934	Y	Y	Y	Y	A	773895	66379	784924	55350	-3.82587352347839	-3.54331916831967	A	A	2.07340213355766	2.11880337343757	2.06463626535166	2.06341122610435	0.0118	A	A	A -> A
scaffold_160	843435	Y	Y	Y	Y	A	767216	65084	794866	37434	-4.40825382411618	-3.55923769596923	A	A	2.19864073189661	2.08448526468527	2.20927524565291	2.15093899714695	0	A	A	A -> A
scaffold_161	841607	Y	Y	Y	Y	A	817875	17717	824488	11104	-6.21421894793772	-5.52859446212323	A	A	2.50951041663217	2.4410608106209	2.74659005117453	2.76179674404831	0	A	A	A -> A
scaffold_162	839433	Y	Y	Y	Y	A	824332	9549	833871	10	-16.2100348016546	-6.43158270714177	A	A	2.14630124143947	2.23417020206055	2.19742260943426	2.21649133137672	0	A	A	A -> A
scaffold_163	833184	Y	Y	Y	Y	A	804776	8782	812195	1363	-9.21784046753529	-6.51773146047239	A	A	1.72736964706871	1.91297533515571	1.96967552064323	1.95025082256301	0	A	A	A -> A
scaffold_164	826556	Y	Y	Y	Y	A	770445	45570	793081	22934	-5.11184722726475	-4.07950590863321	A	A	2.01818880725311	1.99880930654542	2.00739650267899	1.98080486301092	0.012	A	A	A -> A
scaffold_165	826454	Y	Y	Y	Y	A	734350	85427	808233	11544	-6.12943296446182	-3.10368888509335	A	A	2.08338218591386	1.90791983852026	1.85138089635201	1.94748519812808	0.012	A	A	A -> A
scaffold_166	818316	Y	Y	Y	Y	A	734545	72717	788613	18649	-5.40207178676139	-3.33646841451735	A	A	2.1849041908301	2.03994264500859	2.07990562163808	2.01305868893746	0	A	A	A -> A
scaffold_167	818128	Y	Y	Y	Y	A	750538	64319	789358	25499	-4.95211243413228	-3.54458772843064	A	A	2.30491212819904	2.38481502561399	2.25463497095029	2.3299288030108	0	A	A	A -> A
scaffold_168	815591	Y	Y	Y	Y	A	792106	18328	805662	4772	-7.39913635479516	-5.4334953446208	A	A	1.96438959389875	2.05538651916583	1.95439083455845	2.05661358715283	0	A	A	A -> A
scaffold_169	814881	Y	Y	Y	Y	A	785936	14528	799679	785	-9.99067777871546	-5.75740635810135	A	A	2.05329496938345	2.23884954153333	2.1767763722883	2.18488813406031	0	A	A	A -> A
scaffold_170	812047	Y	Y	Y	Y	A	749523	36620	761866	24277	-4.97181768309391	-4.35523158239363	A	A	1.80913474896812	1.85622952132997	1.90358680459932	1.87256291279412	0	A	A	A -> A
scaffold_171	810877	Y	Y	Y	Y	A	740762	60711	785311	16162	-5.60249903704972	-3.60895843500059	A	A	10.8112210776969	11.2961751968667	12.262065560422	11.7933585372609	0	A	A	A -> A
scaffold_172	808239	Y	Y	Y	Y	A	702767	101323	781754	22336	-5.12920920056346	-2.79407256381207	A	A	2.20996299053528	2.08103112337522	2.06062132518756	2.02279948967144	0	A	A	A -> A
scaffold_173	807481	Y	Y	Y	Y	A	692800	107391	777935	22256	-5.12732041965078	-2.68955448647213	A	A	1.89377018542731	1.93049206237586	1.86635289331414	1.83225939462546	0	A	A	A -> A
scaffold_174	804455	Y	Y	Y	Y	A	710198	84655	737019	57834	-3.67168903155588	-3.0685391009943	A	A	1.91463501549958	1.89839782227801	1.91779192719461	1.92738953021894	0.0247	A	A	A -> A
scaffold_175	803851	Y	Y	Y	Y	A	716679	79502	772952	23229	-5.05631963337925	-3.17224788876447	A	A	2.03319748753627	2.0461852359546	2.07319602999725	2.1456787709795	0	A	A	A -> A
scaffold_176	803147	Y	Y	Y	Y	A	745717	50962	772207	24472	-4.97972663173439	-3.87110805421063	A	A	2.01598832972692	2.02874941741706	2.12548349198982	2.07945593649173	0	A	A	A -> A
scaffold_177	798885	Y	Y	Y	Y	A	787447	8641	796053	35	-14.4325817717154	-6.5096756155291	A	A	2.2185505930597	2.12955912469458	2.14867688242092	2.20389013343326	0	A	A	A -> A
scaffold_178	790326	Y	Y	Y	Y	A	731864	54930	754882	31912	-4.56403691566742	-3.73588509218824	A	A	2.22323656231819	2.08503920905389	2.20735182713941	2.09294143762525	0	A	A	A -> A
scaffold_179	784024	Y	Y	Y	Y	A	719894	58989	732988	45895	-3.99735121971483	-3.60924418390635	A	A	2.11571301745136	2.11955826535621	2.09409693422158	2.07505445003352	0	A	A	A -> A
scaffold_180	782579	Y	Y	Y	Y	A	751720	24256	766325	9651	-6.31098652868313	-4.95372426700657	A	A	2.03226466655121	2.0718017973244	2.17831177473365	2.11163975804201	0	A	A	A -> A
scaffold_181	778394	Y	Y	Y	Y	A	732322	43104	757485	17941	-5.39980660269563	-4.08655297640627	A	A	2.26819640362515	2.22668131204956	2.09397404895096	2.17302606211679	0.0128	A	A	A -> A
scaffold_182	777760	Y	Y	Y	Y	A	645334	129414	690086	84662	-3.02697473944648	-2.31804342843035	A	A	2.04499578207703	2.05296028611629	1.95166004601476	1.91897316421176	0	A	A	A -> A
scaffold_183	777222	Y	Y	Y	Y	A	630137	135317	639574	125880	-2.34505300261783	-2.21931405354989	A	A	2.04512681920486	2.0593147450889	1.97571691730001	1.95640954623669	0	A	A	A -> A
scaffold_184	759718	Y	Y	Y	Y	A	703545	42927	719599	26873	-4.74291220944935	-4.0346538895582	A	A	2.05101441952948	2.09407344396073	2.22767029838587	2.34582679143647	0	A	A	A -> A
scaffold_185	758493	Y	Y	Y	Y	A	703772	52818	746570	10020	-6.21918108130177	-3.73598127373348	A	A	2.42003581669674	2.43762281761925	2.51713503012507	2.43491486459024	0	A	A	A -> A
scaffold_186	756945	Y	Y	Y	Y	A	691091	50528	730693	10926	-6.06329809128778	-3.77369424525989	A	A	2.01761559675891	2.01943853840714	1.98681074854012	2.03472115870249	0	A	A	A -> A
scaffold_187	753167	Y	Y	Y	Y	A	716902	17239	731596	2545	-8.16667292969262	-5.37794624986749	A	A	2.19720109208329	2.07801568504985	2.2032742602513	2.08803662490428	0	A	A	A -> A
scaffold_188	750895	Y	Y	Y	Y	A	696189	47053	719589	23653	-4.92701906221822	-3.88709181656167	A	A	2.13262872921846	2.05844561577285	2.06668423627621	2.07896511836296	0.0132	A	A	A -> A
scaffold_189	748106	Y	Y	Y	Y	A	692681	50744	721104	22321	-5.01367114515106	-3.77085560155301	A	A	2.02951980932005	1.9342421472857	1.91012553856729	1.9650096612848	0	A	A	A -> A
scaffold_190	741964	Y	Y	Y	Y	A	695942	34797	723312	7427	-6.60550245574544	-4.32189285419071	A	A	1.96406994100683	2.16197730065056	2.22699547401813	2.21469297316672	0	A	A	A -> A
scaffold_191	733039	Y	Y	Y	Y	A	678549	45806	707539	16816	-5.39481944146449	-3.88881514093496	A	A	1.94623494334941	2.00393524695481	2.00750265489167	2.00612424444843	0	A	A	A -> A
scaffold_192	714988	Y	Y	Y	Y	A	671620	34305	688779	17146	-5.32801515907085	-4.29111451472165	A	A	2.03612972242554	2.00204757315669	2.0624514965512	2.05032738305356	0	A	A	A -> A
scaffold_193	713562	Y	Y	Y	Y	A	573557	129492	589295	113754	-2.37306251447035	-2.14706527121764	A	A	2.14526566217701	2.21326039121503	1.97011339991859	1.92196720376676	0.0278	A	A	A -> A
scaffold_194	708625	Y	Y	Y	Y	A	648184	52410	691012	9582	-6.1720916733544	-3.62846409393436	A	A	2.08857070127538	2.05482596434509	2.09393476540958	2.02247674285994	0	A	A	A -> A
scaffold_195	708106	Y	Y	Y	Y	A	673830	27207	693127	7910	-6.45311791741869	-4.63028398576757	A	A	2.14466131284639	2.08221093522406	2.11779837783273	2.21507034681082	0	A	A	A -> A
scaffold_196	708020	Y	Y	Y	Y	A	675930	21793	684734	12989	-5.72007242128977	-4.95487306822527	A	A	2.33870026457187	2.26926631310098	2.20575092693208	2.19753780999099	0	A	A	A -> A
scaffold_197	695333	Y	Y	Y	Y	A	666252	21691	677287	10656	-5.98989616038504	-4.94083514346659	A	A	2.31420227840024	2.01443016687299	2.2843990028661	2.09360260489279	0	A	A	A -> A
scaffold_198	695242	Y	Y	Y	Y	A	608320	80528	650579	38269	-4.08744066589983	-2.9172524853077	A	A	1.97554387488907	2.02312944422237	1.9509107702436	1.93713927285507	0	A	A	A -> A
scaffold_199	693045	Y	Y	Y	Y	A	653920	16928	669097	1751	-8.57707094671811	-5.27154769416642	A	A	2.07474887460755	1.93741889685742	1.99463580839016	1.99160722722755	0	A	A	A -> A
scaffold_200	691981	Y	Y	Y	Y	A	625708	63495	685801	3402	-7.65484115007383	-3.30075423974761	A	A	2.07250540912272	2.12291606755003	1.93864750625088	2.00756177659646	0	A	A	A -> A
scaffold_201	691814	Y	Y	Y	Y	A	658233	21260	676570	2923	-7.85415421841138	-4.95231918845498	A	A	2.05690246956279	1.9688558948023	1.98296896093807	1.92411336590225	0	A	A	A -> A
scaffold_202	688704	Y	Y	Y	Y	A	656866	25441	680211	2096	-8.34151378599988	-4.69031729786371	A	A	1.85631540309645	1.95809975397307	1.97880428778514	1.99058574298768	0	A	A	A -> A
scaffold_203	687472	Y	Y	Y	Y	A	571459	112314	605946	77827	-2.96083042310245	-2.34710190208505	A	A	2.46820317109054	2.53182568253254	2.46343046344724	2.43199970910128	0.0145	A	A	A -> A
scaffold_204	685165	Y	Y	Y	Y	A	666164	9984	673351	2797	-7.91082110936704	-6.05997331958084	A	A	2.17918962651437	2.25517832868419	2.31210974178784	2.22446354333057	0	A	A	A -> A
scaffold_205	683989	Y	Y	Y	Y	A	610493	59487	628549	41431	-3.92321014426181	-3.35930653583929	A	A	1.86578716816169	1.89983980500898	1.8665096986651	1.81282202216639	0	A	A	A -> A
scaffold_206	683232	Y	Y	Y	Y	A	619136	44050	633852	29334	-4.43345339945581	-3.81301200298902	A	A	2.14087069128011	2.08446794894296	2.26200090184679	2.26275351221243	0	A	A	A -> A
scaffold_207	680703	Y	Y	Y	Y	A	592657	83239	641841	34055	-4.23623729751597	-2.83185095121588	A	A	1.94403889866714	1.9940513210268	2.01578940934626	1.97491314949573	0	A	A	A -> A
scaffold_208	669884	Y	Y	Y	Y	A	628300	36106	651503	12903	-5.65788378772991	-4.12110541420324	A	A	1.98668761367421	1.9431020752069	2.00926731345037	1.98827772540222	0	A	A	A -> A
scaffold_209	669739	Y	Y	Y	Y	A	639155	24107	662703	559	-10.2087220848627	-4.72858422040923	A	A	2.15419106819374	2.13162664343514	2.14610132360766	2.26727586590095	0	A	A	A -> A
scaffold_210	669642	Y	Y	Y	Y	A	576739	89106	664778	1067	-9.28181935164094	-2.69431040902059	A	A	2.34414770917665	2.21471268688903	2.21041571784854	2.26820393867999	0.0149	A	A	A -> A
scaffold_211	665263	Y	Y	Y	Y	A	631585	28523	646388	13720	-5.5579451115767	-4.46873097794283	A	A	2.01326064906591	2.00884117343475	2.0865699541984	2.03103837595288	0	A	A	A -> A
scaffold_212	664391	Y	Y	Y	Y	A	631439	23301	652350	2390	-8.09189048078191	-4.76011996317577	A	A	1.92464321038801	1.97514940858663	1.92929080823954	1.93082130039614	0	A	A	A -> A
scaffold_213	663385	Y	Y	Y	Y	A	606139	45841	645047	6933	-6.53957487312703	-3.7249091584445	A	A	2.55471474338235	2.49172505009796	2.59373987194858	2.51767654501892	0	A	A	A -> A
scaffold_214	663158	Y	Y	Y	Y	A	600323	56507	631987	24843	-4.66892778718861	-3.40921431219012	A	A	2.01619073709769	1.9864544662759	1.92385084640575	1.93544410760353	0.0149	A	A	A -> A
scaffold_215	662663	Y	Y	Y	Y	A	636579	24049	655433	5195	-6.97890527221003	-4.72623303214474	A	A	2.11244246085601	2.11557808128127	2.14021359770084	2.02011257192588	0	A	A	A -> A
scaffold_216	656822	Y	Y	Y	Y	A	589623	58055	615564	32114	-4.26059200320521	-3.34427816868753	A	A	1.97803236463503	2.0387732362064	2.05175097571939	2.01265939836298	0	A	A	A -> A
scaffold_217	650882	Y	Y	Y	Y	A	576015	67870	596169	47716	-3.6431485311994	-3.08524171115115	A	A	2.51394910196498	2.43493536203104	2.38876761753575	2.38000554922792	0	A	A	A -> A
scaffold_218	649598	Y	Y	Y	Y	A	642750	3985	646031	704	-9.83976665506972	-7.33317442922132	A	A	2.05145872763575	2.12135096872826	2.1920276191053	2.21228974580381	0	A	A	A -> A
scaffold_219	649525	Y	Y	Y	Y	A	624419	20163	632121	12461	-5.66459549932558	-4.95266298260669	A	A	2.44186888876377	2.46543694854754	2.5261235605326	2.47505147714014	0	A	A	A -> A
scaffold_220	644121	Y	Y	Y	Y	A	630963	3928	634851	40	-13.9185087723296	-7.32725171577059	A	A	1.99108735792481	2.04174933149314	2.11294745379966	2.09414369986227	0.0154	A	A	A -> A
scaffold_221	641268	Y	Y	Y	Y	A	577443	58259	595096	40606	-3.87332449330669	-3.3091034354535	A	A	2.09012535387965	2.08506098627007	2.00617334592851	2.03956131325297	0.0154	A	A	A -> A
scaffold_222	636692	Y	Y	Y	Y	A	568324	65826	588158	45992	-3.67672000981524	-3.10996482439752	A	A	2.40412608148941	2.24440316318352	2.34258463857904	2.33170185446162	0	A	A	A -> A
scaffold_223	633436	Y	Y	Y	Y	A	587925	41851	629692	84	-12.8548981679793	-3.81226610773373	A	A	2.25302617626635	2.37330132262107	2.23162377490737	2.3056625637433	0	A	A	A -> A
scaffold_224	632881	Y	Y	Y	Y	A	627496	1418	628906	8	-16.0925621664765	-8.78859016207637	A	A	2.29339414658522	2.33542634454926	2.43175983055187	2.4376129763437	0	A	A	A -> A
scaffold_225	632046	Y	Y	Y	Y	A	589465	36467	597413	28519	-4.38868515974976	-4.01470561612445	A	A	1.96542066653529	2.04433182994	2.08213644406178	2.09071155240392	0	A	A	A -> A
scaffold_226	631026	Y	Y	Y	Y	A	617348	12421	629620	149	-12.0353054443712	-5.63511692696102	A	A	2.09901058968151	2.32022214465917	2.18673187853675	2.14384816060868	0	A	A	A -> A
scaffold_227	625897	Y	Y	Y	Y	A	610186	11111	617944	3353	-7.52545193809867	-5.77906103416203	A	A	2.03035987236764	2.00200584748602	2.03614467053617	2.04601175573984	0	A	A	A -> A
scaffold_228	623082	Y	Y	Y	Y	A	543619	74893	585935	32577	-4.16877314905307	-2.85967648494537	A	A	2.15583537320489	2.15884058618487	2.25606837101533	2.15368614000394	0	A	A	A -> A
scaffold_229	622971	Y	Y	Y	Y	A	607842	10843	615631	3054	-7.65475203334201	-5.80872981413196	A	A	2.03920020948341	2.04455752412724	1.99957747148079	2.06043766067553	0	A	A	A -> A
scaffold_230	618070	Y	Y	Y	Y	A	582060	31066	610007	3119	-7.61113832382936	-4.22771551676632	A	A	2.32466486012303	2.40789868728511	2.47914784989133	2.39068411020056	0	A	A	A -> A
scaffold_231	613014	Y	Y	Y	Y	A	578210	28777	594892	12095	-5.62002825266788	-4.32855781826203	A	A	1.91260654460389	1.97177103191872	1.90942809466577	1.91641556505876	0	A	A	A -> A
scaffold_232	605804	Y	Y	Y	Y	A	585350	14254	599529	75	-12.9455449077409	-5.35976203775079	A	A	2.38935529217174	2.48652510167998	2.50114800352544	2.33562052915519	0.0164	A	A	A -> A
scaffold_233	603763	Y	Y	Y	Y	A	525195	74626	545310	54511	-3.32243350009985	-2.81508633224687	A	A	2.17811515560433	2.17604966964761	2.18627729517841	2.11128107840589	0	A	A	A -> A
scaffold_234	603255	Y	Y	Y	Y	A	509711	83594	585126	8179	-6.16050513777356	-2.60819375933917	A	A	4.24232088295624	3.97108941303351	3.55263063407356	3.44118768660932	0.0656	A	A	A -> A
scaffold_235	589863	Y	Y	Y	Y	A	579700	7894	587584	10	-15.7050064227253	-6.19822589799199	A	A	2.22895851604019	2.25975153644339	2.28005359525312	2.26728840344832	0	A	A	A -> A
scaffold_236	587163	Y	Y	Y	Y	A	565269	19542	584346	465	-10.2922796620912	-4.85421627819387	A	A	2.68964019115074	2.49100279404417	2.40078314148063	2.60738098190156	0	A	A	A -> A
scaffold_237	579896	Y	Y	Y	Y	A	551839	24068	560992	14915	-5.23305016184253	-4.51900192570719	A	A	2.15713939944616	2.03955759887035	2.20232987477587	2.14071649800476	0	A	A	A -> A
scaffold_238	573533	Y	Y	Y	Y	A	471813	91190	541965	21038	-4.68706430861813	-2.37125487662794	A	A	1.92492423345222	1.9594728652439	1.82269409027063	1.88409289709892	0	A	A	A -> A
scaffold_239	572631	Y	Y	Y	Y	A	465310	84766	522330	27746	-4.23456062813662	-2.45662065846095	A	A	1.98839954776286	1.94957678137681	1.6589130955729	1.7593455809608	0.0172	A	A	A -> A
scaffold_240	571683	Y	Y	Y	Y	A	541787	25515	561164	6138	-6.51427755045132	-4.40825435106493	A	A	3.54082957817302	3.92739830542773	3.81806984762688	3.64073734080678	0.0345	A	A	A -> A
scaffold_241	571042	Y	Y	Y	Y	A	567306	2096	568195	1207	-8.87762441035535	-8.07965899387026	A	A	2.1679422239221	2.21979903235573	2.29996812722889	2.28078018372003	0	A	A	A -> A
scaffold_242	565644	Y	Y	Y	Y	A	524856	35146	535756	24246	-4.4657006311026	-3.90045094931338	A	A	2.16125754865365	2.24351899513714	2.2017687683716	2.20095215147303	0	A	A	A -> A
scaffold_243	557202	Y	Y	Y	Y	A	521100	31464	536059	16505	-5.02133203675776	-4.04974317530118	A	A	2.23921188344715	2.04729936106072	2.13303441945709	2.13119691937447	0	A	A	A -> A
scaffold_244	551218	Y	Y	Y	Y	A	498874	43098	502928	39044	-3.68714502723066	-3.53295207290067	A	A	1.80427186639534	1.88153254046175	2.02586312931803	2.00167798199943	0	A	A	A -> A
scaffold_245	548204	Y	Y	Y	Y	A	526540	17512	533213	10839	-5.62027799834005	-4.91004772788192	A	A	2.13390953621571	2.09988437423978	2.09128993591952	2.08125136077041	0.0182	A	A	A -> A
scaffold_246	546781	Y	Y	Y	Y	A	516304	28634	543326	1612	-8.39593049311505	-4.17237206093613	A	A	2.01145028347776	2.06000391028823	1.97204913267292	1.94617377278874	0	A	A	A -> A
scaffold_247	544523	Y	Y	Y	Y	A	526582	9468	535774	276	-10.9175255729993	-5.79730506257872	A	A	2.13920510208782	2.12638107935057	2.23332239207651	2.14067666021396	0	A	A	A -> A
scaffold_248	541745	Y	Y	Y	Y	A	473904	57624	492699	38829	-3.66546585929107	-3.03983113174901	A	A	1.87487767717147	1.89647766558436	1.87601905532264	1.90550573263879	0	A	A	A -> A
scaffold_249	540863	Y	Y	Y	Y	A	504565	31379	510904	25040	-4.35069097297202	-4.00712573667992	A	A	2.02491178322269	2.18809663504631	2.04726361504971	2.00804320103559	0	A	A	A -> A
scaffold_250	539725	Y	Y	Y	Y	A	533665	3264	536652	277	-10.9146889443127	-7.35271029777987	A	A	1.99905629688018	2.13207828177342	2.21847164605857	2.12170545722901	0	A	A	A -> A
scaffold_251	539445	Y	Y	Y	Y	A	445907	86199	483273	48833	-3.30688352099439	-2.3709863087341	A	A	2.86185333936681	3.00114387335851	3.14865233396858	2.94136630153998	0	A	A	A -> A
