gene	seq	b.status.final
g10963	scaffold_1	A
g10964	scaffold_1	A
g10965	scaffold_1	A
g10966	scaffold_1	A
g10967	scaffold_1	A
g10968	scaffold_1	A
g10969	scaffold_1	A
g1097	scaffold_389	A
g10970	scaffold_1	A
g10971	scaffold_1	A
g10972	scaffold_1	A
g10973	scaffold_1	A
g10974	scaffold_1	A
g10975	scaffold_1	A
g10976	scaffold_1	A
g10977	scaffold_1	A
g10978	scaffold_1	A
g10979	scaffold_1	A
g1098	scaffold_389	A
g10980	scaffold_1	A
g10981	scaffold_1	A
g10982	scaffold_1	A
g10983	scaffold_1	A
g10984	scaffold_1	A
g10985	scaffold_1	A
g10986	scaffold_1	A
g10987	scaffold_1	A
g10988	scaffold_1	A
g10989	scaffold_1	A
g1099	scaffold_389	A
g10990	scaffold_1	A
g10991	scaffold_1	A
g10992	scaffold_1	A
g10993	scaffold_1	A
g10994	scaffold_1	A
g10995	scaffold_1	A
g10996	scaffold_1	A
g10997	scaffold_1	A
g10998	scaffold_1	A
g10999	scaffold_1	A
g11	scaffold_93	A
g110	scaffold_360	B-A
g1100	scaffold_389	A
g11000	scaffold_1	A
g11001	scaffold_1	A
g11002	scaffold_1	A
g11003	scaffold_1	A
g11004	scaffold_1	A
g11005	scaffold_1	A
g11006	scaffold_1	A
g11007	scaffold_1	A
g11008	scaffold_1	A
g11009	scaffold_1	A
g1101	scaffold_389	A
g11010	scaffold_1	A
g11011	scaffold_1	A
g11012	scaffold_1	A
g11013	scaffold_1	A
g11014	scaffold_1	A
g11015	scaffold_1	A
g11016	scaffold_1	A
g11017	scaffold_1	A
g11018	scaffold_1	A
g11019	scaffold_1	A
g1102	scaffold_389	A
g11020	scaffold_1	A
g11021	scaffold_1	A
g11022	scaffold_1	A
g11023	scaffold_1	A
g11024	scaffold_1	A
g11025	scaffold_1	A
g11026	scaffold_1	A
g11027	scaffold_1	A
g11028	scaffold_1	A
g11029	scaffold_1	A
g1103	scaffold_389	A
g11030	scaffold_1	A
g11031	scaffold_1	A
g11032	scaffold_1	A
g11033	scaffold_1	A
g11034	scaffold_1	A
g11035	scaffold_1	A
g11036	scaffold_1	A
g11037	scaffold_1	A
g11038	scaffold_1	A
g11039	scaffold_1	A
g1104	scaffold_389	A
g11040	scaffold_1	A
g11041	scaffold_1	A
g11042	scaffold_1	A
g11043	scaffold_1	A
g11044	scaffold_1	A
g11045	scaffold_1	A
g11046	scaffold_1	A
g11047	scaffold_1	A
g11048	scaffold_1	A
g11049	scaffold_1	A
g1105	scaffold_389	A
g11050	scaffold_1	A
g11051	scaffold_1	A
g11052	scaffold_1	A
g11053	scaffold_1	A
g11054	scaffold_1	A
g11055	scaffold_1	A
g11056	scaffold_1	A
g11057	scaffold_1	A
g11058	scaffold_1	A
g11059	scaffold_1	A
g1106	scaffold_389	A
g11060	scaffold_1	A
g11061	scaffold_1	A
g11062	scaffold_1	A
g11063	scaffold_1	A
g11064	scaffold_1	A
g11065	scaffold_1	A
g11066	scaffold_1	A
g11067	scaffold_1	A
g11068	scaffold_1	A
g11069	scaffold_1	A
g1107	scaffold_389	A
g11070	scaffold_1	A
g11071	scaffold_1	A
g11072	scaffold_1	A
g11073	scaffold_1	A
g11074	scaffold_1	A
g11075	scaffold_1	A
g11076	scaffold_1	A
g11077	scaffold_1	A
g11078	scaffold_1	A
g11079	scaffold_1	A
g1108	scaffold_389	A
g11080	scaffold_1	A
g11081	scaffold_1	A
g11082	scaffold_1	A
g11083	scaffold_165	A
g11084	scaffold_165	A
g11085	scaffold_165	A
g11086	scaffold_165	A
g11087	scaffold_165	A
g11088	scaffold_165	A
g11089	scaffold_165	A
g1109	scaffold_389	A
g11090	scaffold_165	A
g11091	scaffold_165	A
g11092	scaffold_165	A
g11093	scaffold_165	A
g11094	scaffold_165	A
g11095	scaffold_165	A
g11096	scaffold_165	A
g11097	scaffold_165	A
g11098	scaffold_165	A
g11099	scaffold_165	A
g111	scaffold_360	B-A
g1110	scaffold_389	A
g11100	scaffold_165	A
g11101	scaffold_165	A
g11102	scaffold_165	A
g11103	scaffold_165	A
g11104	scaffold_165	A
g11105	scaffold_165	A
g11106	scaffold_165	A
g11107	scaffold_165	A
g11108	scaffold_165	A
g11109	scaffold_165	A
g1111	scaffold_389	A
g11110	scaffold_165	A
g11111	scaffold_165	A
g11112	scaffold_165	A
g11113	scaffold_165	A
g11114	scaffold_165	A
g11115	scaffold_165	A
g11116	scaffold_165	A
g11117	scaffold_165	A
g11118	scaffold_165	A
g11119	scaffold_165	A
g1112	scaffold_1763	A
g11120	scaffold_165	A
g11121	scaffold_165	A
g11122	scaffold_165	A
g11123	scaffold_165	A
g11124	scaffold_165	A
g11125	scaffold_165	A
g11126	scaffold_165	A
g11127	scaffold_165	A
g11128	scaffold_165	A
g11129	scaffold_165	A
g1113	scaffold_948	A
g11130	scaffold_165	A
g11131	scaffold_165	A
g11132	scaffold_165	A
g11133	scaffold_165	A
g11134	scaffold_165	A
g11135	scaffold_165	A
g11136	scaffold_165	A
g11137	scaffold_165	A
g11138	scaffold_165	A
g11139	scaffold_165	A
g1114	scaffold_522	A
g11140	scaffold_165	A
g11141	scaffold_165	A
g11142	scaffold_165	A
g11143	scaffold_812	A
g11144	scaffold_812	A
g11145	scaffold_2243	A
g11146	scaffold_751	A
g11147	scaffold_751	A
g11148	scaffold_751	A
g11149	scaffold_751	A
g1115	scaffold_522	A
g11150	scaffold_751	A
g11151	scaffold_751	A
g11152	scaffold_1742	A
g11153	scaffold_4	A
g11154	scaffold_4	A
g11155	scaffold_4	A
g11156	scaffold_4	A
g11157	scaffold_4	A
g11158	scaffold_4	A
g11159	scaffold_4	A
g1116	scaffold_522	A
g11160	scaffold_4	A
g11161	scaffold_4	A
g11162	scaffold_4	A
g11163	scaffold_4	A
g11164	scaffold_4	A
g11165	scaffold_4	A
g11166	scaffold_4	A
g11167	scaffold_4	A
g11168	scaffold_4	A
g11169	scaffold_4	A
g1117	scaffold_522	A
g11170	scaffold_4	A
g11171	scaffold_4	A
g11172	scaffold_4	A
g11173	scaffold_4	A
g11174	scaffold_4	A
g11175	scaffold_4	A
g11176	scaffold_4	A
g11177	scaffold_4	A
g11178	scaffold_4	A
g11179	scaffold_4	A
g1118	scaffold_522	A
g11180	scaffold_4	A
g11181	scaffold_4	A
g11182	scaffold_4	A
g11183	scaffold_4	A
g11184	scaffold_4	A
g11185	scaffold_4	A
g11186	scaffold_4	A
g11187	scaffold_4	A
g11188	scaffold_4	A
g11189	scaffold_4	A
g1119	scaffold_522	A
g11190	scaffold_4	A
g11191	scaffold_4	A
g11192	scaffold_4	A
g11193	scaffold_4	A
g11194	scaffold_4	A
g11195	scaffold_4	A
g11196	scaffold_4	A
g11197	scaffold_4	A
g11198	scaffold_4	A
g11199	scaffold_4	A
g112	scaffold_360	B-A
g1120	scaffold_522	A
g11200	scaffold_4	A
g11201	scaffold_4	A
g11202	scaffold_4	A
g11203	scaffold_4	A
g11204	scaffold_4	A
g11205	scaffold_4	A
g11206	scaffold_4	A
g11207	scaffold_4	A
g11208	scaffold_4	A
g11209	scaffold_4	A
g1121	scaffold_605	A
g11210	scaffold_4	A
g11211	scaffold_4	A
g11212	scaffold_4	A
g11213	scaffold_4	A
g11214	scaffold_4	A
g11215	scaffold_4	A
g11216	scaffold_4	A
g11217	scaffold_4	A
g11218	scaffold_4	A
g11219	scaffold_4	A
g1122	scaffold_605	A
g11220	scaffold_4	A
g11221	scaffold_4	A
g11222	scaffold_4	A
g11223	scaffold_4	A
g11224	scaffold_4	A
g11225	scaffold_4	A
g11226	scaffold_4	A
g11227	scaffold_4	A
g11228	scaffold_4	A
g11229	scaffold_4	A
g1123	scaffold_605	A
g11230	scaffold_4	A
g11231	scaffold_4	A
g11232	scaffold_4	A
g11233	scaffold_4	A
g11234	scaffold_4	A
g11235	scaffold_4	A
g11236	scaffold_4	A
g11237	scaffold_4	A
g11238	scaffold_4	A
g11239	scaffold_4	A
g1124	scaffold_605	A
g11240	scaffold_4	A
g11241	scaffold_4	A
g11242	scaffold_4	A
g11243	scaffold_4	A
g11244	scaffold_4	A
g11245	scaffold_4	A
g11246	scaffold_4	A
g11247	scaffold_4	A
g11248	scaffold_4	A
g11249	scaffold_4	A
g1125	scaffold_605	A
g11250	scaffold_4	A
g11251	scaffold_4	A
g11252	scaffold_4	A
g11253	scaffold_4	A
g11254	scaffold_4	A
g11255	scaffold_4	A
g11256	scaffold_4	A
g11257	scaffold_4	A
g11258	scaffold_4	A
g11259	scaffold_4	A
g1126	scaffold_605	A
g11260	scaffold_4	A
g11261	scaffold_4	A
g11262	scaffold_4	A
g11263	scaffold_4	A
g11264	scaffold_4	A
g11265	scaffold_4	A
g11266	scaffold_4	A
g11267	scaffold_4	A
g11268	scaffold_4	A
g11269	scaffold_4	A
g1127	scaffold_605	A
g11270	scaffold_4	A
g11271	scaffold_4	A
g11272	scaffold_4	A
g11273	scaffold_4	A
g11274	scaffold_4	A
g11275	scaffold_4	A
g11276	scaffold_4	A
g11277	scaffold_1233	A
g11278	scaffold_73	A
g11279	scaffold_73	A
g1128	scaffold_605	A
g11280	scaffold_73	A
g11281	scaffold_73	A
g11282	scaffold_73	A
g11283	scaffold_73	A
g11284	scaffold_73	A
g11285	scaffold_73	A
g11286	scaffold_73	A
g11287	scaffold_73	A
g11288	scaffold_73	A
g11289	scaffold_73	A
g1129	scaffold_605	A
g11290	scaffold_73	A
g11291	scaffold_73	A
g11292	scaffold_73	A
g11293	scaffold_73	A
g11294	scaffold_73	A
g11295	scaffold_73	A
g11296	scaffold_73	A
g11297	scaffold_73	A
g11298	scaffold_73	A
g11299	scaffold_73	A
g113	scaffold_360	B-A
g1130	scaffold_605	A
g11300	scaffold_73	A
g11301	scaffold_73	A
g11302	scaffold_73	A
g11303	scaffold_73	A
g11304	scaffold_73	A
g11305	scaffold_73	A
g11306	scaffold_73	A
g11307	scaffold_73	A
g11308	scaffold_73	A
g11309	scaffold_73	A
g1131	scaffold_790	A
g11310	scaffold_73	A
g11311	scaffold_73	A
g11312	scaffold_73	A
g11313	scaffold_73	A
g11314	scaffold_73	A
g11315	scaffold_73	A
g11316	scaffold_73	A
g11317	scaffold_73	A
g11318	scaffold_73	A
g11319	scaffold_406	A
g1132	scaffold_790	A
g11320	scaffold_406	A
g11321	scaffold_406	A
g11322	scaffold_406	A
g11323	scaffold_406	A
g11324	scaffold_406	A
g11325	scaffold_406	A
g11326	scaffold_406	A
g11327	scaffold_406	A
g11328	scaffold_406	A
g11329	scaffold_406	A
g1133	scaffold_790	A
g11330	scaffold_406	A
g11331	scaffold_406	A
g11332	scaffold_151	A
g11333	scaffold_151	A
g11334	scaffold_151	A
g11335	scaffold_151	A
g11336	scaffold_151	A
g11337	scaffold_151	A
g11338	scaffold_151	A
g11339	scaffold_151	A
g1134	scaffold_790	A
g11340	scaffold_151	A
g11341	scaffold_151	A
g11342	scaffold_151	A
g11343	scaffold_151	A
g11344	scaffold_151	A
g11345	scaffold_151	A
g11346	scaffold_151	A
g11347	scaffold_151	A
g11348	scaffold_151	A
g11349	scaffold_151	A
g1135	scaffold_790	A
g11350	scaffold_151	A
g11351	scaffold_151	A
g11352	scaffold_151	A
g11353	scaffold_151	A
g11354	scaffold_151	A
g11355	scaffold_151	A
g11356	scaffold_151	A
g11357	scaffold_151	A
g11358	scaffold_151	A
g11359	scaffold_151	A
g1136	scaffold_481	A
g11360	scaffold_151	A
g11361	scaffold_151	A
g11362	scaffold_151	A
g11363	scaffold_151	A
g11364	scaffold_151	A
g11365	scaffold_151	A
g11366	scaffold_151	A
g11367	scaffold_151	A
g11368	scaffold_151	A
g11369	scaffold_151	A
g1137	scaffold_481	A
g11370	scaffold_151	A
g11371	scaffold_151	A
g11372	scaffold_151	A
g11373	scaffold_151	A
g11374	scaffold_151	A
g11375	scaffold_151	A
g11376	scaffold_151	A
g11377	scaffold_151	A
g11378	scaffold_151	A
g11379	scaffold_95	A
g1138	scaffold_481	A
g11380	scaffold_95	A
g11381	scaffold_95	A
g11382	scaffold_95	A
g11383	scaffold_95	A
g11384	scaffold_95	A
g11385	scaffold_95	A
g11386	scaffold_95	A
g11387	scaffold_95	A
g11388	scaffold_95	A
g11389	scaffold_95	A
g1139	scaffold_481	A
g11390	scaffold_95	A
g11391	scaffold_95	A
g11392	scaffold_95	A
g11393	scaffold_95	A
g11394	scaffold_95	A
g11395	scaffold_95	A
g11396	scaffold_95	A
g11397	scaffold_95	A
g11398	scaffold_95	A
g11399	scaffold_95	A
g114	scaffold_360	B-A
g1140	scaffold_481	A
g11400	scaffold_95	A
g11401	scaffold_95	A
g11402	scaffold_95	A
g11403	scaffold_95	A
g11404	scaffold_95	A
g11405	scaffold_95	A
g11406	scaffold_95	A
g11407	scaffold_95	A
g11408	scaffold_95	A
g11409	scaffold_95	A
g1141	scaffold_481	A
g11410	scaffold_95	A
g11411	scaffold_95	A
g11412	scaffold_95	A
g11413	scaffold_95	A
g11414	scaffold_95	A
g11415	scaffold_95	A
g11416	scaffold_95	A
g11417	scaffold_95	A
g11418	scaffold_95	A
g11419	scaffold_95	A
g1142	scaffold_481	A
g11420	scaffold_95	A
g11421	scaffold_95	A
g11422	scaffold_95	A
g11423	scaffold_95	A
g11424	scaffold_95	A
g11425	scaffold_95	A
g11426	scaffold_95	A
g11427	scaffold_95	A
g11428	scaffold_95	A
g11429	scaffold_95	A
g1143	scaffold_481	A
g11430	scaffold_95	A
g11431	scaffold_95	A
g11432	scaffold_95	A
g11433	scaffold_95	A
g11434	scaffold_95	A
g11435	scaffold_95	A
g11436	scaffold_95	A
g11437	scaffold_95	A
g11438	scaffold_95	A
g11439	scaffold_95	A
g1144	scaffold_481	A
g11440	scaffold_95	A
g11441	scaffold_95	A
g11442	scaffold_95	A
g11443	scaffold_95	A
g11444	scaffold_95	A
g11445	scaffold_95	A
g11446	scaffold_95	A
g11447	scaffold_95	A
g11448	scaffold_95	A
g11449	scaffold_95	A
g1145	scaffold_481	A
g11450	scaffold_95	A
g11451	scaffold_95	A
g11452	scaffold_95	A
g11453	scaffold_95	A
g11454	scaffold_95	A
g11455	scaffold_95	A
g11456	scaffold_95	A
g11457	scaffold_95	A
g11458	scaffold_95	A
g11459	scaffold_95	A
g1146	scaffold_481	A
g11460	scaffold_355	A
g11461	scaffold_355	A
g11462	scaffold_355	A
g11463	scaffold_355	A
g11464	scaffold_355	A
g11465	scaffold_355	A
g11466	scaffold_355	A
g11467	scaffold_355	A
g11468	scaffold_355	A
g11469	scaffold_355	A
g1147	scaffold_481	A
g11470	scaffold_355	A
g11471	scaffold_355	A
g11472	scaffold_355	A
g11473	scaffold_355	A
g11474	scaffold_355	A
g11475	scaffold_355	A
g11476	scaffold_1430	A
g11477	scaffold_106	A
g11478	scaffold_106	A
g11479	scaffold_106	A
g1148	scaffold_481	A
g11480	scaffold_106	A
g11481	scaffold_106	A
g11482	scaffold_106	A
g11483	scaffold_106	A
g11484	scaffold_106	A
g11485	scaffold_106	A
g11486	scaffold_106	A
g11487	scaffold_106	A
g11488	scaffold_106	A
g11489	scaffold_106	A
g1149	scaffold_481	A
g11490	scaffold_106	A
g11491	scaffold_106	A
g11492	scaffold_106	A
g11493	scaffold_106	A
g11494	scaffold_106	A
g11495	scaffold_106	A
g11496	scaffold_106	A
g11497	scaffold_106	A
g11498	scaffold_1929	A
g11499	scaffold_65	A
g115	scaffold_360	B-A
g1150	scaffold_481	A
g11500	scaffold_65	A
g11501	scaffold_65	A
g11502	scaffold_65	A
g11503	scaffold_65	A
g11504	scaffold_65	A
g11505	scaffold_65	A
g11506	scaffold_65	A
g11507	scaffold_65	A
g11508	scaffold_65	A
g11509	scaffold_65	A
g1151	scaffold_494	A
g11510	scaffold_65	A
g11511	scaffold_65	A
g11512	scaffold_65	A
g11513	scaffold_65	A
g11514	scaffold_65	A
g11515	scaffold_65	A
g11516	scaffold_65	A
g11517	scaffold_65	A
g11518	scaffold_65	A
g11519	scaffold_65	A
g1152	scaffold_494	A
g11520	scaffold_65	A
g11521	scaffold_65	A
g11522	scaffold_65	A
g11523	scaffold_65	A
g11524	scaffold_65	A
g11525	scaffold_65	A
g11526	scaffold_65	A
g11527	scaffold_65	A
g11528	scaffold_65	A
g11529	scaffold_65	A
g1153	scaffold_494	A
g11530	scaffold_65	A
g11531	scaffold_65	A
g11532	scaffold_65	A
g11533	scaffold_65	A
g11534	scaffold_65	A
g11535	scaffold_65	A
g11536	scaffold_65	A
g11537	scaffold_65	A
g11538	scaffold_65	A
g11539	scaffold_65	A
g1154	scaffold_494	A
g11540	scaffold_65	A
g11541	scaffold_65	A
g11542	scaffold_65	A
g11543	scaffold_65	A
g11544	scaffold_65	A
g11545	scaffold_65	A
g11546	scaffold_65	A
g11547	scaffold_65	A
g11548	scaffold_65	A
g11549	scaffold_65	A
g1155	scaffold_494	A
g11550	scaffold_65	A
g11551	scaffold_65	A
g11552	scaffold_65	A
g11553	scaffold_65	A
g11554	scaffold_65	A
g11555	scaffold_65	A
g11556	scaffold_65	A
g11557	scaffold_65	A
g11558	scaffold_65	A
g11559	scaffold_65	A
g1156	scaffold_494	A
g11560	scaffold_65	A
g11561	scaffold_65	A
g11562	scaffold_65	A
g11563	scaffold_65	A
g11564	scaffold_65	A
g11565	scaffold_65	A
g11566	scaffold_65	A
g11567	scaffold_65	A
g11568	scaffold_65	A
g11569	scaffold_65	A
g1157	scaffold_494	A
g11570	scaffold_65	A
g11571	scaffold_65	A
g11572	scaffold_65	A
g11573	scaffold_65	A
g11574	scaffold_65	A
g11575	scaffold_65	A
g11576	scaffold_65	A
g11577	scaffold_65	A
g11578	scaffold_65	A
g11579	scaffold_65	A
g1158	scaffold_1450	A
g11580	scaffold_65	A
g11581	scaffold_65	A
g11582	scaffold_65	A
g11583	scaffold_65	A
g11584	scaffold_65	A
g11585	scaffold_65	A
g11586	scaffold_65	A
g11587	scaffold_65	A
g11588	scaffold_65	A
g11589	scaffold_65	A
g1159	scaffold_1450	A
g11590	scaffold_65	A
g11591	scaffold_998	A
g11592	scaffold_998	A
g11593	scaffold_998	A
g11594	scaffold_2240	Bc
g11595	scaffold_1801	A
g11596	scaffold_1047	A
g11597	scaffold_1047	A
g11598	scaffold_1047	A
g11599	scaffold_1047	A
g116	scaffold_360	B-A
g1160	scaffold_736	A
g11600	scaffold_289	A
g11601	scaffold_289	A
g11602	scaffold_289	A
g11603	scaffold_289	A
g11604	scaffold_289	A
g11605	scaffold_289	A
g11606	scaffold_289	A
g11607	scaffold_289	A
g11608	scaffold_289	A
g11609	scaffold_289	A
g1161	scaffold_736	A
g11610	scaffold_289	A
g11611	scaffold_289	A
g11612	scaffold_289	A
g11613	scaffold_289	A
g11614	scaffold_289	A
g11615	scaffold_289	A
g11616	scaffold_289	A
g11617	scaffold_289	A
g11618	scaffold_1392	A
g11619	scaffold_1392	A
g1162	scaffold_736	A
g11620	scaffold_903	A
g11621	scaffold_903	A
g11622	scaffold_903	A
g11623	scaffold_903	A
g11624	scaffold_1060	Bc
g11625	scaffold_1060	Bc
g11626	scaffold_486	A
g11627	scaffold_486	A
g11628	scaffold_486	A
g11629	scaffold_486	A
g1163	scaffold_736	A
g11630	scaffold_486	A
g11631	scaffold_486	A
g11632	scaffold_486	A
g11633	scaffold_486	A
g11634	scaffold_486	A
g11635	scaffold_486	A
g11636	scaffold_486	A
g11637	scaffold_486	A
g11638	scaffold_486	A
g11639	scaffold_577	A
g1164	scaffold_220	A
g11640	scaffold_577	A
g11641	scaffold_577	A
g11642	scaffold_577	A
g11643	scaffold_577	A
g11644	scaffold_1473	A
g11645	scaffold_1308	A
g11646	scaffold_152	A
g11647	scaffold_152	A
g11648	scaffold_152	A
g11649	scaffold_152	A
g1165	scaffold_220	A
g11650	scaffold_152	A
g11651	scaffold_152	A
g11652	scaffold_152	A
g11653	scaffold_152	A
g11654	scaffold_152	A
g11655	scaffold_152	A
g11656	scaffold_152	A
g11657	scaffold_152	A
g11658	scaffold_152	A
g11659	scaffold_152	A
g1166	scaffold_220	A
g11660	scaffold_152	A
g11661	scaffold_152	A
g11662	scaffold_152	A
g11663	scaffold_152	A
g11664	scaffold_152	A
g11665	scaffold_152	A
g11666	scaffold_152	A
g11667	scaffold_152	A
g11668	scaffold_152	A
g11669	scaffold_152	A
g1167	scaffold_220	A
g11670	scaffold_152	A
g11671	scaffold_152	A
g11672	scaffold_152	A
g11673	scaffold_152	A
g11674	scaffold_152	A
g11675	scaffold_152	A
g11676	scaffold_152	A
g11677	scaffold_152	A
g11678	scaffold_152	A
g11679	scaffold_152	A
g1168	scaffold_220	A
g11680	scaffold_152	A
g11681	scaffold_152	A
g11682	scaffold_152	A
g11683	scaffold_152	A
g11684	scaffold_152	A
g11685	scaffold_152	A
g11686	scaffold_152	A
g11687	scaffold_770	A
g11688	scaffold_770	A
g11689	scaffold_770	A
g1169	scaffold_220	A
g11690	scaffold_770	A
g11691	scaffold_1307	A
g11692	scaffold_1155	A
g11693	scaffold_1155	A
g11694	scaffold_1903	A
g11695	scaffold_964	A
g11696	scaffold_1032	A
g11697	scaffold_168	A
g11698	scaffold_168	A
g11699	scaffold_168	A
g117	scaffold_360	B-A
g1170	scaffold_220	A
g11700	scaffold_168	A
g11701	scaffold_168	A
g11702	scaffold_168	A
g11703	scaffold_168	A
g11704	scaffold_168	A
g11705	scaffold_168	A
g11706	scaffold_168	A
g11707	scaffold_168	A
g11708	scaffold_168	A
g11709	scaffold_168	A
g1171	scaffold_220	A
g11710	scaffold_168	A
g11711	scaffold_168	A
g11712	scaffold_168	A
g11713	scaffold_168	A
g11714	scaffold_168	A
g11715	scaffold_168	A
g11716	scaffold_168	A
g11717	scaffold_168	A
g11718	scaffold_168	A
g11719	scaffold_168	A
g1172	scaffold_220	A
g11720	scaffold_168	A
g11721	scaffold_168	A
g11722	scaffold_168	A
g11723	scaffold_168	A
g11724	scaffold_168	A
g11725	scaffold_168	A
g11726	scaffold_168	A
g11727	scaffold_168	A
g11728	scaffold_168	A
g11729	scaffold_168	A
g1173	scaffold_220	A
g11730	scaffold_168	A
g11731	scaffold_168	A
g11732	scaffold_168	A
g11733	scaffold_168	A
g11734	scaffold_168	A
g11735	scaffold_168	A
g11736	scaffold_168	A
g11737	scaffold_168	A
g11738	scaffold_168	A
g11739	scaffold_168	A
g1174	scaffold_220	A
g11740	scaffold_168	A
g11741	scaffold_168	A
g11742	scaffold_168	A
g11743	scaffold_168	A
g11744	scaffold_86	A
g11745	scaffold_86	A
g11746	scaffold_86	A
g11747	scaffold_86	A
g11748	scaffold_86	A
g11749	scaffold_86	A
g1175	scaffold_220	A
g11750	scaffold_86	A
g11751	scaffold_86	A
g11752	scaffold_86	A
g11753	scaffold_86	A
g11754	scaffold_86	A
g11755	scaffold_86	A
g11756	scaffold_86	A
g11757	scaffold_86	A
g11758	scaffold_86	A
g11759	scaffold_86	A
g1176	scaffold_220	A
g11760	scaffold_86	A
g11761	scaffold_86	A
g11762	scaffold_86	A
g11763	scaffold_86	A
g11764	scaffold_86	A
g11765	scaffold_86	A
g11766	scaffold_86	A
g11767	scaffold_86	A
g11768	scaffold_86	A
g11769	scaffold_86	A
g1177	scaffold_220	A
g11770	scaffold_86	A
g11771	scaffold_86	A
g11772	scaffold_86	A
g11773	scaffold_86	A
g11774	scaffold_86	A
g11775	scaffold_86	A
g11776	scaffold_86	A
g11777	scaffold_86	A
g11778	scaffold_86	A
g11779	scaffold_86	A
g1178	scaffold_220	A
g11780	scaffold_86	A
g11781	scaffold_86	A
g11782	scaffold_86	A
g11783	scaffold_86	A
g11784	scaffold_86	A
g11785	scaffold_86	A
g11786	scaffold_86	A
g11787	scaffold_86	A
g11788	scaffold_86	A
g11789	scaffold_86	A
g1179	scaffold_220	A
g11790	scaffold_86	A
g11791	scaffold_86	A
g11792	scaffold_86	A
g11793	scaffold_86	A
g11794	scaffold_86	A
g11795	scaffold_86	A
g11796	scaffold_86	A
g11797	scaffold_86	A
g11798	scaffold_86	A
g11799	scaffold_86	A
g118	scaffold_360	B-A
g1180	scaffold_220	A
g11800	scaffold_86	A
g11801	scaffold_86	A
g11802	scaffold_86	A
g11803	scaffold_1122	A
g11804	scaffold_1122	A
g11805	scaffold_1122	A
g11806	scaffold_74	A
g11807	scaffold_74	A
g11808	scaffold_74	A
g11809	scaffold_74	A
g1181	scaffold_1982	A
g11810	scaffold_74	A
g11811	scaffold_74	A
g11812	scaffold_74	A
g11813	scaffold_74	A
g11814	scaffold_74	A
g11815	scaffold_74	A
g11816	scaffold_74	A
g11817	scaffold_74	A
g11818	scaffold_74	A
g11819	scaffold_74	A
g1182	scaffold_1982	A
g11820	scaffold_74	A
g11821	scaffold_74	A
g11822	scaffold_74	A
g11823	scaffold_74	A
g11824	scaffold_74	A
g11825	scaffold_74	A
g11826	scaffold_74	A
g11827	scaffold_74	A
g11828	scaffold_74	A
g11829	scaffold_74	A
g1183	scaffold_435	A
g11830	scaffold_74	A
g11831	scaffold_74	A
g11832	scaffold_74	A
g11833	scaffold_74	A
g11834	scaffold_74	A
g11835	scaffold_74	A
g11836	scaffold_74	A
g11837	scaffold_74	A
g11838	scaffold_74	A
g11839	scaffold_74	A
g1184	scaffold_435	A
g11840	scaffold_74	A
g11841	scaffold_74	A
g11842	scaffold_74	A
g11843	scaffold_74	A
g11844	scaffold_74	A
g11845	scaffold_74	A
g11846	scaffold_74	A
g11847	scaffold_74	A
g11848	scaffold_74	A
g11849	scaffold_74	A
g1185	scaffold_435	A
g11850	scaffold_74	A
g11851	scaffold_74	A
g11852	scaffold_74	A
g11853	scaffold_74	A
g11854	scaffold_74	A
g11855	scaffold_74	A
g11856	scaffold_74	A
g11857	scaffold_74	A
g11858	scaffold_74	A
g11859	scaffold_74	A
g1186	scaffold_435	A
g11860	scaffold_74	A
g11861	scaffold_74	A
g11862	scaffold_74	A
g11863	scaffold_74	A
g11864	scaffold_74	A
g11865	scaffold_74	A
g11866	scaffold_74	A
g11867	scaffold_74	A
g11868	scaffold_74	A
g11869	scaffold_74	A
g1187	scaffold_435	A
g11870	scaffold_74	A
g11871	scaffold_74	A
g11872	scaffold_74	A
g11873	scaffold_74	A
g11874	scaffold_74	A
g11875	scaffold_74	A
g11876	scaffold_74	A
g11877	scaffold_74	A
g11878	scaffold_74	A
g11879	scaffold_74	A
g1188	scaffold_435	A
g11880	scaffold_74	A
g11881	scaffold_74	A
g11882	scaffold_74	A
g11883	scaffold_74	A
g11884	scaffold_74	A
g11885	scaffold_74	A
g11886	scaffold_74	A
g11887	scaffold_74	A
g11888	scaffold_74	A
g11889	scaffold_74	A
g1189	scaffold_435	A
g11890	scaffold_74	A
g11891	scaffold_74	A
g11892	scaffold_74	A
g11893	scaffold_74	A
g11894	scaffold_74	A
g11895	scaffold_74	A
g11896	scaffold_74	A
g11897	scaffold_74	A
g11898	scaffold_74	A
g11899	scaffold_74	A
g119	scaffold_360	B-A
g1190	scaffold_435	A
