gene,seq,b.status.final,transcripts
g10547,scaffold_103,A,g10547.t1
g10526,scaffold_103,A,g10526.t1
g10541,scaffold_103,A,g10541.t1
g10514,scaffold_103,A,g10514.t1
g10550,scaffold_103,A,g10550.t1
g10544,scaffold_103,A,g10544.t1
g10513,scaffold_103,A,g10513.t1
g10513,scaffold_103,A,g10513.t2
g10543,scaffold_103,A,g10543.t1
g10552,scaffold_103,A,g10552.t1
g10535,scaffold_103,A,g10535.t1
g10554,scaffold_103,A,g10554.t1
g10525,scaffold_103,A,g10525.t1
g10549,scaffold_103,A,g10549.t1
g10529,scaffold_103,A,g10529.t1
g10539,scaffold_103,A,g10539.t1
g10548,scaffold_103,A,g10548.t1
g10523,scaffold_103,A,g10523.t1
g10520,scaffold_103,A,g10520.t1
g10556,scaffold_103,A,g10556.t1
g10536,scaffold_103,A,g10536.t1
g10531,scaffold_103,A,g10531.t1
g10534,scaffold_103,A,g10534.t1
g10521,scaffold_103,A,g10521.t1
g10512,scaffold_103,A,g10512.t1
g10524,scaffold_103,A,g10524.t1
g10522,scaffold_103,A,g10522.t1
g10546,scaffold_103,A,g10546.t1
g10409,scaffold_1030,A,g10409.t1
g10410,scaffold_1030,A,g10410.t1
g925,scaffold_1031,A,g925.t1
g927,scaffold_1031,A,g927.t1
g926,scaffold_1031,A,g926.t1
g11696,scaffold_1032,A,g11696.t1
g11696,scaffold_1032,A,g11696.t2
g2085,scaffold_1034,A,g2085.t1
g2086,scaffold_1034,A,g2086.t1
g2087,scaffold_1034,A,g2087.t1
g861,scaffold_1035,A,g861.t1
g12808,scaffold_1036,B2,g12808.t1
g12807,scaffold_1036,B2,g12807.t1
g7799,scaffold_1037,A,g7799.t1
g7797,scaffold_1037,A,g7797.t1
g7798,scaffold_1037,A,g7798.t1
g22000,scaffold_1038,A,g22000.t1
g3902,scaffold_104,A,g3902.t1
g3925,scaffold_104,A,g3925.t1
g3913,scaffold_104,A,g3913.t1
g3898,scaffold_104,A,g3898.t1
g3930,scaffold_104,A,g3930.t1
g3928,scaffold_104,A,g3928.t1
g3893,scaffold_104,A,g3893.t1
g3900,scaffold_104,A,g3900.t1
g3933,scaffold_104,A,g3933.t1
g3901,scaffold_104,A,g3901.t1
g3912,scaffold_104,A,g3912.t1
g3891,scaffold_104,A,g3891.t1
g3923,scaffold_104,A,g3923.t1
g3905,scaffold_104,A,g3905.t1
g3903,scaffold_104,A,g3903.t1
g3919,scaffold_104,A,g3919.t1
g3920,scaffold_104,A,g3920.t1
g3909,scaffold_104,A,g3909.t1
g3904,scaffold_104,A,g3904.t1
g3921,scaffold_104,A,g3921.t1
g3911,scaffold_104,A,g3911.t1
g3894,scaffold_104,A,g3894.t1
g3917,scaffold_104,A,g3917.t1
g3914,scaffold_104,A,g3914.t1
g3895,scaffold_104,A,g3895.t1
g3932,scaffold_104,A,g3932.t1
g3896,scaffold_104,A,g3896.t1
g3915,scaffold_104,A,g3915.t1
g3924,scaffold_104,A,g3924.t1
g3922,scaffold_104,A,g3922.t1
g3929,scaffold_104,A,g3929.t1
g3910,scaffold_104,A,g3910.t1
g3916,scaffold_104,A,g3916.t1
g3908,scaffold_104,A,g3908.t1
g3918,scaffold_104,A,g3918.t1
g3918,scaffold_104,A,g3918.t2
g3892,scaffold_104,A,g3892.t1
g3897,scaffold_104,A,g3897.t1
g3926,scaffold_104,A,g3926.t1
g3899,scaffold_104,A,g3899.t1
g3907,scaffold_104,A,g3907.t1
g3890,scaffold_104,A,g3890.t1
g3906,scaffold_104,A,g3906.t1
g3927,scaffold_104,A,g3927.t1
g3931,scaffold_104,A,g3931.t1
g23558,scaffold_1040,A,g23558.t1
g23558,scaffold_1040,A,g23558.t2
g20302,scaffold_1043,A,g20302.t1
g21235,scaffold_1046,A,g21235.t1
g11598,scaffold_1047,A,g11598.t1
g11599,scaffold_1047,A,g11599.t1
g11596,scaffold_1047,A,g11596.t1
g11597,scaffold_1047,A,g11597.t1
g16021,scaffold_1048,A,g16021.t1
g16022,scaffold_1048,A,g16022.t1
g16023,scaffold_1048,A,g16023.t1
g2376,scaffold_1049,A,g2376.t1
g5685,scaffold_105,A,g5685.t1
g5729,scaffold_105,A,g5729.t1
g5699,scaffold_105,A,g5699.t1
g5737,scaffold_105,A,g5737.t1
g5688,scaffold_105,A,g5688.t1
g5739,scaffold_105,A,g5739.t1
g5684,scaffold_105,A,g5684.t1
g5741,scaffold_105,A,g5741.t1
g5695,scaffold_105,A,g5695.t1
g5695,scaffold_105,A,g5695.t2
g5695,scaffold_105,A,g5695.t3
g5681,scaffold_105,A,g5681.t1
g5681,scaffold_105,A,g5681.t2
g5681,scaffold_105,A,g5681.t3
g5689,scaffold_105,A,g5689.t1
g5719,scaffold_105,A,g5719.t1
g5698,scaffold_105,A,g5698.t1
g5698,scaffold_105,A,g5698.t2
g5698,scaffold_105,A,g5698.t3
g5708,scaffold_105,A,g5708.t1
g5705,scaffold_105,A,g5705.t1
g5736,scaffold_105,A,g5736.t1
g5734,scaffold_105,A,g5734.t1
g5724,scaffold_105,A,g5724.t1
g5713,scaffold_105,A,g5713.t1
g5714,scaffold_105,A,g5714.t1
g5693,scaffold_105,A,g5693.t1
g5703,scaffold_105,A,g5703.t1
g5694,scaffold_105,A,g5694.t1
g5682,scaffold_105,A,g5682.t1
g5697,scaffold_105,A,g5697.t1
g5730,scaffold_105,A,g5730.t1
g5696,scaffold_105,A,g5696.t1
g5733,scaffold_105,A,g5733.t1
g5709,scaffold_105,A,g5709.t1
g5722,scaffold_105,A,g5722.t1
g5723,scaffold_105,A,g5723.t1
g5701,scaffold_105,A,g5701.t1
g5738,scaffold_105,A,g5738.t1
g5691,scaffold_105,A,g5691.t1
g5727,scaffold_105,A,g5727.t1
g5740,scaffold_105,A,g5740.t1
g5728,scaffold_105,A,g5728.t1
g5683,scaffold_105,A,g5683.t1
g5706,scaffold_105,A,g5706.t1
g5707,scaffold_105,A,g5707.t1
g5707,scaffold_105,A,g5707.t2
g5732,scaffold_105,A,g5732.t1
g5687,scaffold_105,A,g5687.t1
g5735,scaffold_105,A,g5735.t1
g5720,scaffold_105,A,g5720.t1
g5700,scaffold_105,A,g5700.t1
g5712,scaffold_105,A,g5712.t1
g5690,scaffold_105,A,g5690.t1
g5690,scaffold_105,A,g5690.t2
g5702,scaffold_105,A,g5702.t1
g5725,scaffold_105,A,g5725.t1
g5716,scaffold_105,A,g5716.t1
g5717,scaffold_105,A,g5717.t1
g5718,scaffold_105,A,g5718.t1
g5704,scaffold_105,A,g5704.t1
g5704,scaffold_105,A,g5704.t2
g5731,scaffold_105,A,g5731.t1
g5711,scaffold_105,A,g5711.t1
g5686,scaffold_105,A,g5686.t1
g5721,scaffold_105,A,g5721.t1
g5715,scaffold_105,A,g5715.t1
g5692,scaffold_105,A,g5692.t1
g5710,scaffold_105,A,g5710.t1
g5726,scaffold_105,A,g5726.t1
g13547,scaffold_1051,A,g13547.t1
g6870,scaffold_1052,B2,g6870.t1
g6868,scaffold_1052,B2,g6868.t1
g6869,scaffold_1052,B2,g6869.t1
g4929,scaffold_1053,B2,g4929.t1
g9855,scaffold_1055,A,g9855.t1
g18798,scaffold_1056,B3,g18798.t1
g7606,scaffold_1057,A,g7606.t1
g16461,scaffold_1058,A,g16461.t1
g16462,scaffold_1058,A,g16462.t1
g16463,scaffold_1058,A,g16463.t1
g5243,scaffold_1059,A,g5243.t1
g5244,scaffold_1059,A,g5244.t1
g11487,scaffold_106,A,g11487.t1
g11495,scaffold_106,A,g11495.t1
g11493,scaffold_106,A,g11493.t1
g11483,scaffold_106,A,g11483.t1
g11489,scaffold_106,A,g11489.t1
g11477,scaffold_106,A,g11477.t1
g11491,scaffold_106,A,g11491.t1
g11497,scaffold_106,A,g11497.t1
g11484,scaffold_106,A,g11484.t1
g11479,scaffold_106,A,g11479.t1
g11480,scaffold_106,A,g11480.t1
g11494,scaffold_106,A,g11494.t1
g11486,scaffold_106,A,g11486.t1
g11490,scaffold_106,A,g11490.t1
g11485,scaffold_106,A,g11485.t1
g11488,scaffold_106,A,g11488.t1
g11482,scaffold_106,A,g11482.t1
g11492,scaffold_106,A,g11492.t1
g11478,scaffold_106,A,g11478.t1
g11496,scaffold_106,A,g11496.t1
g11481,scaffold_106,A,g11481.t1
g11624,scaffold_1060,B2,g11624.t1
g11625,scaffold_1060,B2,g11625.t1
g2812,scaffold_1061,A,g2812.t1
g2813,scaffold_1061,A,g2813.t1
g2813,scaffold_1061,A,g2813.t2
g14569,scaffold_1063,A,g14569.t1
g14569,scaffold_1063,A,g14569.t2
g14568,scaffold_1063,A,g14568.t1
g14570,scaffold_1063,A,g14570.t1
g14571,scaffold_1063,A,g14571.t1
g14105,scaffold_1064,A,g14105.t1
g8729,scaffold_1067,A,g8729.t1
g8732,scaffold_1067,A,g8732.t1
g8730,scaffold_1067,A,g8730.t1
g8731,scaffold_1067,A,g8731.t1
g16232,scaffold_1068,A,g16232.t1
g16233,scaffold_1068,A,g16233.t1
g591,scaffold_107,A,g591.t1
g588,scaffold_107,A,g588.t1
g555,scaffold_107,A,g555.t1
g555,scaffold_107,A,g555.t2
g555,scaffold_107,A,g555.t3
g554,scaffold_107,A,g554.t1
g558,scaffold_107,A,g558.t1
g592,scaffold_107,A,g592.t1
g563,scaffold_107,A,g563.t1
g586,scaffold_107,A,g586.t1
g568,scaffold_107,A,g568.t1
g562,scaffold_107,A,g562.t1
g590,scaffold_107,A,g590.t1
g561,scaffold_107,A,g561.t1
g566,scaffold_107,A,g566.t1
g577,scaffold_107,A,g577.t1
g559,scaffold_107,A,g559.t1
g559,scaffold_107,A,g559.t2
g559,scaffold_107,A,g559.t3
g559,scaffold_107,A,g559.t4
g553,scaffold_107,A,g553.t1
g570,scaffold_107,A,g570.t1
g572,scaffold_107,A,g572.t1
g575,scaffold_107,A,g575.t1
g575,scaffold_107,A,g575.t2
g557,scaffold_107,A,g557.t1
g581,scaffold_107,A,g581.t1
g556,scaffold_107,A,g556.t1
g567,scaffold_107,A,g567.t1
g560,scaffold_107,A,g560.t1
g560,scaffold_107,A,g560.t2
g589,scaffold_107,A,g589.t1
g578,scaffold_107,A,g578.t1
g573,scaffold_107,A,g573.t1
g564,scaffold_107,A,g564.t1
g587,scaffold_107,A,g587.t1
g576,scaffold_107,A,g576.t1
g574,scaffold_107,A,g574.t1
g585,scaffold_107,A,g585.t1
g552,scaffold_107,A,g552.t1
g593,scaffold_107,A,g593.t1
g583,scaffold_107,A,g583.t1
g584,scaffold_107,A,g584.t1
g580,scaffold_107,A,g580.t1
g579,scaffold_107,A,g579.t1
g569,scaffold_107,A,g569.t1
g582,scaffold_107,A,g582.t1
g565,scaffold_107,A,g565.t1
g571,scaffold_107,A,g571.t1
g21518,scaffold_1071,A,g21518.t1
g2725,scaffold_1072,A,g2725.t1
g5285,scaffold_1073,A,g5285.t1
g690,scaffold_1076,A,g690.t1
g687,scaffold_1076,A,g687.t1
g683,scaffold_1076,A,g683.t1
g684,scaffold_1076,A,g684.t1
g685,scaffold_1076,A,g685.t1
g688,scaffold_1076,A,g688.t1
g689,scaffold_1076,A,g689.t1
g691,scaffold_1076,A,g691.t1
g692,scaffold_1076,A,g692.t1
g686,scaffold_1076,A,g686.t1
g22241,scaffold_1078,A,g22241.t1
g6319,scaffold_1079,B2,g6319.t1
g6318,scaffold_1079,B2,g6318.t1
g6320,scaffold_1079,B2,g6320.t1
g6793,scaffold_108,A,g6793.t1
g6791,scaffold_108,A,g6791.t1
g6795,scaffold_108,A,g6795.t1
g6781,scaffold_108,A,g6781.t1
g6786,scaffold_108,A,g6786.t1
g6797,scaffold_108,A,g6797.t1
g6783,scaffold_108,A,g6783.t1
g6787,scaffold_108,A,g6787.t1
g6787,scaffold_108,A,g6787.t2
g6792,scaffold_108,A,g6792.t1
g6794,scaffold_108,A,g6794.t1
g6782,scaffold_108,A,g6782.t1
g6803,scaffold_108,A,g6803.t1
g6801,scaffold_108,A,g6801.t1
g6802,scaffold_108,A,g6802.t1
g6785,scaffold_108,A,g6785.t1
g6796,scaffold_108,A,g6796.t1
g6780,scaffold_108,A,g6780.t1
g6784,scaffold_108,A,g6784.t1
g6807,scaffold_108,A,g6807.t1
g6789,scaffold_108,A,g6789.t1
g6804,scaffold_108,A,g6804.t1
g6799,scaffold_108,A,g6799.t1
g6798,scaffold_108,A,g6798.t1
g6806,scaffold_108,A,g6806.t1
g6788,scaffold_108,A,g6788.t1
g6790,scaffold_108,A,g6790.t1
g6800,scaffold_108,A,g6800.t1
g6805,scaffold_108,A,g6805.t1
g9094,scaffold_1080,A,g9094.t1
g6860,scaffold_1082,B2,g6860.t1
g6857,scaffold_1082,B2,g6857.t1
g6859,scaffold_1082,B2,g6859.t1
g6858,scaffold_1082,B2,g6858.t1
g6655,scaffold_1085,A,g6655.t1
g6654,scaffold_1085,A,g6654.t1
g12490,scaffold_1086,B2,g12490.t1
g9316,scaffold_1087,A,g9316.t1
g9315,scaffold_1087,A,g9315.t1
g12582,scaffold_1088,A,g12582.t1
g12583,scaffold_1088,A,g12583.t1
g12584,scaffold_1088,A,g12584.t1
g22415,scaffold_109,A,g22415.t1
g22439,scaffold_109,A,g22439.t1
g22444,scaffold_109,A,g22444.t1
g22443,scaffold_109,A,g22443.t1
g22414,scaffold_109,A,g22414.t1
g22427,scaffold_109,A,g22427.t1
g22399,scaffold_109,A,g22399.t1
g22410,scaffold_109,A,g22410.t1
g22404,scaffold_109,A,g22404.t1
g22412,scaffold_109,A,g22412.t1
g22407,scaffold_109,A,g22407.t1
g22463,scaffold_109,A,g22463.t1
g22423,scaffold_109,A,g22423.t1
g22436,scaffold_109,A,g22436.t1
g22448,scaffold_109,A,g22448.t1
g22419,scaffold_109,A,g22419.t1
g22419,scaffold_109,A,g22419.t2
g22425,scaffold_109,A,g22425.t1
g22416,scaffold_109,A,g22416.t1
g22413,scaffold_109,A,g22413.t1
g22462,scaffold_109,A,g22462.t1
g22462,scaffold_109,A,g22462.t2
g22402,scaffold_109,A,g22402.t1
g22403,scaffold_109,A,g22403.t1
g22447,scaffold_109,A,g22447.t1
g22408,scaffold_109,A,g22408.t1
g22409,scaffold_109,A,g22409.t1
g22435,scaffold_109,A,g22435.t1
g22406,scaffold_109,A,g22406.t1
g22421,scaffold_109,A,g22421.t1
g22449,scaffold_109,A,g22449.t1
g22437,scaffold_109,A,g22437.t1
g22411,scaffold_109,A,g22411.t1
g22451,scaffold_109,A,g22451.t1
g22452,scaffold_109,A,g22452.t1
g22417,scaffold_109,A,g22417.t1
g22455,scaffold_109,A,g22455.t1
g22431,scaffold_109,A,g22431.t1
g22456,scaffold_109,A,g22456.t1
g22434,scaffold_109,A,g22434.t1
g22433,scaffold_109,A,g22433.t1
g22422,scaffold_109,A,g22422.t1
g22397,scaffold_109,A,g22397.t1
g22428,scaffold_109,A,g22428.t1
g22446,scaffold_109,A,g22446.t1
g22461,scaffold_109,A,g22461.t1
g22426,scaffold_109,A,g22426.t1
g22418,scaffold_109,A,g22418.t1
g22429,scaffold_109,A,g22429.t1
g22466,scaffold_109,A,g22466.t1
g22442,scaffold_109,A,g22442.t1
g22458,scaffold_109,A,g22458.t1
g22432,scaffold_109,A,g22432.t1
g22445,scaffold_109,A,g22445.t1
g22396,scaffold_109,A,g22396.t1
g22438,scaffold_109,A,g22438.t1
g22398,scaffold_109,A,g22398.t1
g22424,scaffold_109,A,g22424.t1
g22460,scaffold_109,A,g22460.t1
g22441,scaffold_109,A,g22441.t1
g22400,scaffold_109,A,g22400.t1
g22450,scaffold_109,A,g22450.t1
g22401,scaffold_109,A,g22401.t1
g22401,scaffold_109,A,g22401.t2
g22459,scaffold_109,A,g22459.t1
g22457,scaffold_109,A,g22457.t1
g22454,scaffold_109,A,g22454.t1
g22420,scaffold_109,A,g22420.t1
g22453,scaffold_109,A,g22453.t1
g22440,scaffold_109,A,g22440.t1
g22464,scaffold_109,A,g22464.t1
g22430,scaffold_109,A,g22430.t1
g22405,scaffold_109,A,g22405.t1
g22465,scaffold_109,A,g22465.t1
g22465,scaffold_109,A,g22465.t2
g10294,scaffold_1090,A,g10294.t1
g10295,scaffold_1090,A,g10295.t1
g10406,scaffold_1091,A,g10406.t1
g21145,scaffold_1092,B3,g21145.t1
g21144,scaffold_1092,B3,g21144.t1
g10134,scaffold_1094,A,g10134.t1
g16464,scaffold_1095,A,g16464.t1
g9598,scaffold_1096,A,g9598.t1
g12338,scaffold_1097,B2,g12338.t1
g12339,scaffold_1097,B2,g12339.t1
g12337,scaffold_1097,B2,g12337.t1
g19324,scaffold_1099,A,g19324.t1
g19325,scaffold_1099,A,g19325.t1
g22088,scaffold_11,A,g22088.t1
g22147,scaffold_11,A,g22147.t1
g22083,scaffold_11,A,g22083.t1
g22097,scaffold_11,A,g22097.t1
g22135,scaffold_11,A,g22135.t1
g22219,scaffold_11,A,g22219.t1
g22196,scaffold_11,A,g22196.t1
g22207,scaffold_11,A,g22207.t1
g22155,scaffold_11,A,g22155.t1
g22106,scaffold_11,A,g22106.t1
g22107,scaffold_11,A,g22107.t1
g22115,scaffold_11,A,g22115.t1
g22099,scaffold_11,A,g22099.t1
g22146,scaffold_11,A,g22146.t1
g22087,scaffold_11,A,g22087.t1
g22087,scaffold_11,A,g22087.t2
g22227,scaffold_11,A,g22227.t1
g22228,scaffold_11,A,g22228.t1
g22096,scaffold_11,A,g22096.t1
g22105,scaffold_11,A,g22105.t1
g22134,scaffold_11,A,g22134.t1
g22072,scaffold_11,A,g22072.t1
g22197,scaffold_11,A,g22197.t1
g22143,scaffold_11,A,g22143.t1
g22114,scaffold_11,A,g22114.t1
g22187,scaffold_11,A,g22187.t1
g22116,scaffold_11,A,g22116.t1
g22119,scaffold_11,A,g22119.t1
g22225,scaffold_11,A,g22225.t1
g22179,scaffold_11,A,g22179.t1
g22215,scaffold_11,A,g22215.t1
g22191,scaffold_11,A,g22191.t1
g22156,scaffold_11,A,g22156.t1
g22109,scaffold_11,A,g22109.t1
g22195,scaffold_11,A,g22195.t1
g22159,scaffold_11,A,g22159.t1
g22089,scaffold_11,A,g22089.t1
g22124,scaffold_11,A,g22124.t1
g22199,scaffold_11,A,g22199.t1
g22199,scaffold_11,A,g22199.t2
g22188,scaffold_11,A,g22188.t1
g22224,scaffold_11,A,g22224.t1
g22224,scaffold_11,A,g22224.t2
g22128,scaffold_11,A,g22128.t1
g22117,scaffold_11,A,g22117.t1
g22154,scaffold_11,A,g22154.t1
g22095,scaffold_11,A,g22095.t1
g22168,scaffold_11,A,g22168.t1
g22205,scaffold_11,A,g22205.t1
g22206,scaffold_11,A,g22206.t1
g22133,scaffold_11,A,g22133.t1
g22133,scaffold_11,A,g22133.t2
g22123,scaffold_11,A,g22123.t1
g22137,scaffold_11,A,g22137.t1
g22209,scaffold_11,A,g22209.t1
g22139,scaffold_11,A,g22139.t1
g22091,scaffold_11,A,g22091.t1
g22176,scaffold_11,A,g22176.t1
g22104,scaffold_11,A,g22104.t1
g22214,scaffold_11,A,g22214.t1
g22069,scaffold_11,A,g22069.t1
g22144,scaffold_11,A,g22144.t1
g22180,scaffold_11,A,g22180.t1
g22217,scaffold_11,A,g22217.t1
g22181,scaffold_11,A,g22181.t1
g22145,scaffold_11,A,g22145.t1
g22145,scaffold_11,A,g22145.t2
g22148,scaffold_11,A,g22148.t1
g22149,scaffold_11,A,g22149.t1
g22076,scaffold_11,A,g22076.t1
g22223,scaffold_11,A,g22223.t1
g22078,scaffold_11,A,g22078.t1
g22189,scaffold_11,A,g22189.t1
g22153,scaffold_11,A,g22153.t1
g22081,scaffold_11,A,g22081.t1
g22226,scaffold_11,A,g22226.t1
g22082,scaffold_11,A,g22082.t1
g22082,scaffold_11,A,g22082.t2
g22085,scaffold_11,A,g22085.t1
g22194,scaffold_11,A,g22194.t1
g22193,scaffold_11,A,g22193.t1
g22086,scaffold_11,A,g22086.t1
g22232,scaffold_11,A,g22232.t1
g22125,scaffold_11,A,g22125.t1
g22160,scaffold_11,A,g22160.t1
g22127,scaffold_11,A,g22127.t1
g22127,scaffold_11,A,g22127.t2
g22090,scaffold_11,A,g22090.t1
g22200,scaffold_11,A,g22200.t1
g22092,scaffold_11,A,g22092.t1
g22167,scaffold_11,A,g22167.t1
g22203,scaffold_11,A,g22203.t1
g22204,scaffold_11,A,g22204.t1
g22132,scaffold_11,A,g22132.t1
g22131,scaffold_11,A,g22131.t1
g22131,scaffold_11,A,g22131.t2
g22131,scaffold_11,A,g22131.t3
g22131,scaffold_11,A,g22131.t4
g22131,scaffold_11,A,g22131.t5
g22218,scaffold_11,A,g22218.t1
g22098,scaffold_11,A,g22098.t1
g22136,scaffold_11,A,g22136.t1
g22100,scaffold_11,A,g22100.t1
g22100,scaffold_11,A,g22100.t2
g22138,scaffold_11,A,g22138.t1
g22101,scaffold_11,A,g22101.t1
g22103,scaffold_11,A,g22103.t1
g22178,scaffold_11,A,g22178.t1
g22068,scaffold_11,A,g22068.t1
g22216,scaffold_11,A,g22216.t1
g22142,scaffold_11,A,g22142.t1
g22070,scaffold_11,A,g22070.t1
g22120,scaffold_11,A,g22120.t1
g22230,scaffold_11,A,g22230.t1
g22110,scaffold_11,A,g22110.t1
g22220,scaffold_11,A,g22220.t1
g22185,scaffold_11,A,g22185.t1
g22077,scaffold_11,A,g22077.t1
g22221,scaffold_11,A,g22221.t1
g22112,scaffold_11,A,g22112.t1
g22152,scaffold_11,A,g22152.t1
g22080,scaffold_11,A,g22080.t1
g22080,scaffold_11,A,g22080.t2
g22165,scaffold_11,A,g22165.t1
g22118,scaffold_11,A,g22118.t1
g22157,scaffold_11,A,g22157.t1
g22169,scaffold_11,A,g22169.t1
g22192,scaffold_11,A,g22192.t1
g22122,scaffold_11,A,g22122.t1
g22170,scaffold_11,A,g22170.t1
g22170,scaffold_11,A,g22170.t2
g22231,scaffold_11,A,g22231.t1
g22121,scaffold_11,A,g22121.t1
g22162,scaffold_11,A,g22162.t1
g22162,scaffold_11,A,g22162.t2
g22126,scaffold_11,A,g22126.t1
g22126,scaffold_11,A,g22126.t2
g22164,scaffold_11,A,g22164.t1
g22213,scaffold_11,A,g22213.t1
g22177,scaffold_11,A,g22177.t1
g22130,scaffold_11,A,g22130.t1
g22094,scaffold_11,A,g22094.t1
g22129,scaffold_11,A,g22129.t1
g22093,scaffold_11,A,g22093.t1
g22071,scaffold_11,A,g22071.t1
g22183,scaffold_11,A,g22183.t1
g22171,scaffold_11,A,g22171.t1
g22073,scaffold_11,A,g22073.t1
g22210,scaffold_11,A,g22210.t1
g22175,scaffold_11,A,g22175.t1
g22174,scaffold_11,A,g22174.t1
g22079,scaffold_11,A,g22079.t1
g22151,scaffold_11,A,g22151.t1
g22212,scaffold_11,A,g22212.t1
g22141,scaffold_11,A,g22141.t1
g22201,scaffold_11,A,g22201.t1
g22108,scaffold_11,A,g22108.t1
g22084,scaffold_11,A,g22084.t1
g22158,scaffold_11,A,g22158.t1
g22158,scaffold_11,A,g22158.t2
g22184,scaffold_11,A,g22184.t1
g22198,scaffold_11,A,g22198.t1
g22113,scaffold_11,A,g22113.t1
g22150,scaffold_11,A,g22150.t1
g22163,scaffold_11,A,g22163.t1
g22229,scaffold_11,A,g22229.t1
g22140,scaffold_11,A,g22140.t1
g22211,scaffold_11,A,g22211.t1
g22190,scaffold_11,A,g22190.t1
g22208,scaffold_11,A,g22208.t1
g22172,scaffold_11,A,g22172.t1
g22202,scaffold_11,A,g22202.t1
g22173,scaffold_11,A,g22173.t1
g22166,scaffold_11,A,g22166.t1
g22186,scaffold_11,A,g22186.t1
g22182,scaffold_11,A,g22182.t1
g22102,scaffold_11,A,g22102.t1
g22075,scaffold_11,A,g22075.t1
g22161,scaffold_11,A,g22161.t1
g22074,scaffold_11,A,g22074.t1
g22111,scaffold_11,A,g22111.t1
g22222,scaffold_11,A,g22222.t1
g21368,scaffold_110,A,g21368.t1
g21385,scaffold_110,A,g21385.t1
g21363,scaffold_110,A,g21363.t1
g21376,scaffold_110,A,g21376.t1
g21367,scaffold_110,A,g21367.t1
g21411,scaffold_110,A,g21411.t1
g21369,scaffold_110,A,g21369.t1
g21391,scaffold_110,A,g21391.t1
g21380,scaffold_110,A,g21380.t1
g21365,scaffold_110,A,g21365.t1
g21389,scaffold_110,A,g21389.t1
g21383,scaffold_110,A,g21383.t1
g21381,scaffold_110,A,g21381.t1
g21373,scaffold_110,A,g21373.t1
g21379,scaffold_110,A,g21379.t1
g21364,scaffold_110,A,g21364.t1
g21420,scaffold_110,A,g21420.t1
g21421,scaffold_110,A,g21421.t1
g21378,scaffold_110,A,g21378.t1
g21399,scaffold_110,A,g21399.t1
g21412,scaffold_110,A,g21412.t1
g21366,scaffold_110,A,g21366.t1
g21390,scaffold_110,A,g21390.t1
g21392,scaffold_110,A,g21392.t1
g21402,scaffold_110,A,g21402.t1
g21415,scaffold_110,A,g21415.t1
g21370,scaffold_110,A,g21370.t1
g21395,scaffold_110,A,g21395.t1
g21386,scaffold_110,A,g21386.t1
g21397,scaffold_110,A,g21397.t1
g21398,scaffold_110,A,g21398.t1
g21361,scaffold_110,A,g21361.t1
g21375,scaffold_110,A,g21375.t1
g21408,scaffold_110,A,g21408.t1
g21409,scaffold_110,A,g21409.t1
g21401,scaffold_110,A,g21401.t1
g21403,scaffold_110,A,g21403.t1
g21382,scaffold_110,A,g21382.t1
g21407,scaffold_110,A,g21407.t1
g21413,scaffold_110,A,g21413.t1
g21406,scaffold_110,A,g21406.t1
g21387,scaffold_110,A,g21387.t1
g21422,scaffold_110,A,g21422.t1
g21374,scaffold_110,A,g21374.t1
g21377,scaffold_110,A,g21377.t1
g21410,scaffold_110,A,g21410.t1
g21414,scaffold_110,A,g21414.t1
g21419,scaffold_110,A,g21419.t1
g21416,scaffold_110,A,g21416.t1
g21400,scaffold_110,A,g21400.t1
g21372,scaffold_110,A,g21372.t1
g21394,scaffold_110,A,g21394.t1
g21393,scaffold_110,A,g21393.t1
g21384,scaffold_110,A,g21384.t1
g21388,scaffold_110,A,g21388.t1
g21362,scaffold_110,A,g21362.t1
g21404,scaffold_110,A,g21404.t1
g21396,scaffold_110,A,g21396.t1
g21405,scaffold_110,A,g21405.t1
g21417,scaffold_110,A,g21417.t1
g21418,scaffold_110,A,g21418.t1
g21371,scaffold_110,A,g21371.t1
g21371,scaffold_110,A,g21371.t2
g15946,scaffold_1102,A,g15946.t1
g15945,scaffold_1102,A,g15945.t1
g21492,scaffold_1104,A,g21492.t1
g21495,scaffold_1104,A,g21495.t1
g21493,scaffold_1104,A,g21493.t1
g21494,scaffold_1104,A,g21494.t1
g8411,scaffold_1105,A,g8411.t1
g19881,scaffold_1106,A,g19881.t1
g19880,scaffold_1106,A,g19880.t1
g19879,scaffold_1106,A,g19879.t1
g19878,scaffold_1106,A,g19878.t1
g19878,scaffold_1106,A,g19878.t2
g19878,scaffold_1106,A,g19878.t3
g19878,scaffold_1106,A,g19878.t4
g19878,scaffold_1106,A,g19878.t5
g19878,scaffold_1106,A,g19878.t6
g19878,scaffold_1106,A,g19878.t7
g7045,scaffold_1108,A,g7045.t1
g7485,scaffold_1109,A,g7485.t1
g7486,scaffold_1109,A,g7486.t1
g9637,scaffold_111,A,g9637.t1
g9634,scaffold_111,A,g9634.t1
g9623,scaffold_111,A,g9623.t1
g9633,scaffold_111,A,g9633.t1
g9682,scaffold_111,A,g9682.t1
g9673,scaffold_111,A,g9673.t1
g9638,scaffold_111,A,g9638.t1
g9624,scaffold_111,A,g9624.t1
g9636,scaffold_111,A,g9636.t1
g9677,scaffold_111,A,g9677.t1
g9693,scaffold_111,A,g9693.t1
g9683,scaffold_111,A,g9683.t1
g9622,scaffold_111,A,g9622.t1
g9696,scaffold_111,A,g9696.t1
