gene	gene_len	seq
g1110	1913	scaffold_389
g1111	974	scaffold_389
g1112	783	scaffold_1763
g1113	206	scaffold_948
g1114	316	scaffold_522
g1115	676	scaffold_522
g1116	435	scaffold_522
g1117	352	scaffold_522
g1118	3294	scaffold_522
g1119	226	scaffold_522
g1120	414	scaffold_522
g1121	714	scaffold_605
g1122	746	scaffold_605
g1123	1209	scaffold_605
g1124	432	scaffold_605
g1125	317	scaffold_605
g1126	403	scaffold_605
g1127	394	scaffold_605
g1128	2789	scaffold_605
g1129	239	scaffold_605
g1130	507	scaffold_605
g1131	1172	scaffold_790
g1132	2741	scaffold_790
g1133	5282	scaffold_790
g1134	1449	scaffold_790
g1135	471	scaffold_790
g1136	1432	scaffold_481
g1137	471	scaffold_481
g1138	1439	scaffold_481
g1139	300	scaffold_481
g1140	3375	scaffold_481
g1141	382	scaffold_481
g1142	325	scaffold_481
g1143	847	scaffold_481
g1144	822	scaffold_481
g1145	1398	scaffold_481
g1146	1744	scaffold_481
g1147	5068	scaffold_481
g1148	2190	scaffold_481
g1149	1175	scaffold_481
g1150	1323	scaffold_481
g1151	813	scaffold_494
g1152	527	scaffold_494
g1153	1639	scaffold_494
g1154	1952	scaffold_494
g1155	476	scaffold_494
g1156	2411	scaffold_494
g1157	1297	scaffold_494
g1158	2647	scaffold_1450
g1159	293	scaffold_1450
g1160	571	scaffold_736
g1161	1252	scaffold_736
g1162	360	scaffold_736
g1163	297	scaffold_736
g1164	2655	scaffold_220
g1165	729	scaffold_220
g1166	314	scaffold_220
g1167	6071	scaffold_220
g1168	230	scaffold_220
g1169	287	scaffold_220
g1170	311	scaffold_220
g1171	1285	scaffold_220
g1172	1101	scaffold_220
g1173	1257	scaffold_220
g1174	1312	scaffold_220
g1175	932	scaffold_220
g1176	1966	scaffold_220
g1177	1055	scaffold_220
g1178	1076	scaffold_220
g1179	259	scaffold_220
g1180	1464	scaffold_220
g1181	1555	scaffold_1982
g1182	2049	scaffold_1982
g1183	2479	scaffold_435
g1184	242	scaffold_435
g1185	2795	scaffold_435
g1186	275	scaffold_435
g1187	351	scaffold_435
g1188	1456	scaffold_435
g1189	4459	scaffold_435
g1190	2310	scaffold_435
g1191	279	scaffold_435
g1192	1307	scaffold_435
g1193	2304	scaffold_435
g1194	3462	scaffold_435
g1195	3612	scaffold_435
g1196	4257	scaffold_435
g1197	1131	scaffold_435
g1198	56	scaffold_463
g1199	1767	scaffold_463
g1200	404	scaffold_993
g1201	226	scaffold_993
g1202	1217	scaffold_993
g1203	1413	scaffold_993
g1204	331	scaffold_993
g1205	236	scaffold_1495
g1206	836	scaffold_1495
g1207	95	scaffold_2293
g1208	283	scaffold_2293
g1209	635	scaffold_2136
g1210	2804	scaffold_2136
g1211	570	scaffold_1479
g1212	1109	scaffold_1479
g1213	284	scaffold_1479
g1214	55	scaffold_576
g1215	239	scaffold_576
g1216	624	scaffold_576
g1217	1086	scaffold_576
g1218	713	scaffold_704
g1219	609	scaffold_704
g1220	284	scaffold_704
g1221	2007	scaffold_284
g1222	521	scaffold_284
g1223	2680	scaffold_284
g1224	977	scaffold_284
g1225	921	scaffold_284
g1226	2732	scaffold_284
g1227	255	scaffold_284
g1228	2833	scaffold_284
g1229	2083	scaffold_284
g1230	2605	scaffold_284
g1231	706	scaffold_284
g1232	1007	scaffold_284
g1233	711	scaffold_284
g1234	2211	scaffold_284
g1235	834	scaffold_284
g1236	2194	scaffold_284
g1237	984	scaffold_284
g1238	613	scaffold_284
g1239	659	scaffold_284
g1240	1101	scaffold_284
g1241	1269	scaffold_284
g1242	1335	scaffold_284
g1243	5566	scaffold_284
g1244	248	scaffold_284
g1245	2320	scaffold_742
g1246	2615	scaffold_742
g1247	820	scaffold_485
g1248	472	scaffold_485
g1249	387	scaffold_485
g1250	254	scaffold_485
g1251	1307	scaffold_485
g1252	589	scaffold_485
g1253	1476	scaffold_485
g1254	479	scaffold_922
g1255	619	scaffold_922
g1256	406	scaffold_1794
g1257	2557	scaffold_1794
g1258	726	scaffold_1794
g1259	2195	scaffold_413
g1260	644	scaffold_413
g1261	464	scaffold_413
g1262	550	scaffold_413
g1263	220	scaffold_413
g1264	1343	scaffold_413
g1265	793	scaffold_413
g1266	1103	scaffold_413
g1267	407	scaffold_413
g1268	342	scaffold_413
g1269	468	scaffold_413
g1270	781	scaffold_413
g1271	1945	scaffold_413
g1272	515	scaffold_413
g1273	359	scaffold_707
g1274	1364	scaffold_707
g1275	1326	scaffold_707
g1276	376	scaffold_594
g1277	291	scaffold_594
g1278	339	scaffold_594
g1279	964	scaffold_594
g1280	2321	scaffold_594
g1281	330	scaffold_594
g1282	1772	scaffold_594
g1283	464	scaffold_594
g1284	1253	scaffold_594
g1285	345	scaffold_594
g1286	1979	scaffold_594
g1287	404	scaffold_1558
g1288	765	scaffold_274
g1289	281	scaffold_274
g1290	3238	scaffold_274
g1291	1222	scaffold_274
g1292	330	scaffold_274
g1293	871	scaffold_274
g1294	622	scaffold_274
g1295	1814	scaffold_274
g1296	347	scaffold_274
g1297	1071	scaffold_274
g1298	349	scaffold_274
g1299	2082	scaffold_274
g1300	1849	scaffold_274
g1301	2752	scaffold_274
g1302	2337	scaffold_274
g1303	2106	scaffold_274
g1304	1362	scaffold_274
g1305	1718	scaffold_274
g1306	253	scaffold_274
g1307	1084	scaffold_274
g1308	3389	scaffold_274
g1309	2045	scaffold_274
g1310	554	scaffold_274
g1311	820	scaffold_274
g1312	1218	scaffold_274
g1313	862	scaffold_274
g1314	868	scaffold_274
g1315	913	scaffold_274
g1316	353	scaffold_274
g1317	1368	scaffold_274
g1318	222	scaffold_274
g1319	1658	scaffold_274
g1320	2791	scaffold_274
g1321	470	scaffold_274
g1322	341	scaffold_274
g1323	1468	scaffold_274
g1324	1942	scaffold_69
g1325	1256	scaffold_69
g1326	833	scaffold_69
g1327	1005	scaffold_69
g1328	1255	scaffold_69
g1329	210	scaffold_69
g1330	3317	scaffold_69
g1331	2442	scaffold_69
g1332	281	scaffold_69
g1333	1777	scaffold_69
g1334	1188	scaffold_69
g1335	245	scaffold_69
g1336	2127	scaffold_69
g1337	2373	scaffold_69
g1338	1421	scaffold_69
g1339	1385	scaffold_69
g1340	2170	scaffold_69
g1341	1148	scaffold_69
g1342	1148	scaffold_69
g1343	413	scaffold_69
g1344	463	scaffold_69
g1345	246	scaffold_69
g1346	1244	scaffold_69
g1347	2001	scaffold_69
g1348	858	scaffold_69
g1349	1339	scaffold_69
g1350	766	scaffold_69
g1351	1654	scaffold_69
g1352	650	scaffold_69
g1353	1760	scaffold_69
g1354	3506	scaffold_69
g1355	1622	scaffold_69
g1356	579	scaffold_69
g1357	2771	scaffold_69
g1358	8518	scaffold_69
g1359	1398	scaffold_69
g1360	1970	scaffold_69
g1361	1353	scaffold_69
g1362	1001	scaffold_69
g1363	1786	scaffold_69
g1364	310	scaffold_69
g1365	7788	scaffold_69
g1366	211	scaffold_69
g1367	1450	scaffold_69
g1368	4285	scaffold_69
g1369	13130	scaffold_69
g1370	423	scaffold_69
g1371	1391	scaffold_69
g1372	742	scaffold_69
g1373	2497	scaffold_69
g1374	234	scaffold_69
g1375	460	scaffold_69
g1376	1384	scaffold_69
g1377	679	scaffold_69
g1378	1436	scaffold_69
g1379	1019	scaffold_69
g1380	423	scaffold_69
g1381	424	scaffold_69
g1382	403	scaffold_69
g1383	994	scaffold_20
g1384	245	scaffold_20
g1385	1978	scaffold_20
g1386	900	scaffold_20
g1387	1321	scaffold_20
g1388	894	scaffold_20
g1389	2268	scaffold_20
g1390	4671	scaffold_20
g1391	1073	scaffold_20
g1392	2359	scaffold_20
g1393	2049	scaffold_20
g1394	1842	scaffold_20
g1395	3457	scaffold_20
g1396	3565	scaffold_20
g1397	1039	scaffold_20
g1398	5229	scaffold_20
g1399	4207	scaffold_20
g1400	694	scaffold_20
g1401	1172	scaffold_20
g1402	1909	scaffold_20
g1403	317	scaffold_20
g1404	1653	scaffold_20
g1405	881	scaffold_20
g1406	2007	scaffold_20
g1407	1501	scaffold_20
g1408	1079	scaffold_20
g1409	3786	scaffold_20
g1410	1134	scaffold_20
g1411	742	scaffold_20
g1412	299	scaffold_20
g1413	784	scaffold_20
g1414	1374	scaffold_20
g1415	2858	scaffold_20
g1416	1310	scaffold_20
g1417	1430	scaffold_20
g1418	1493	scaffold_20
g1419	2697	scaffold_20
g1420	1443	scaffold_20
g1421	1488	scaffold_20
g1422	1454	scaffold_20
g1423	1402	scaffold_20
g1424	1241	scaffold_20
g1425	1387	scaffold_20
g1426	1361	scaffold_20
g1427	645	scaffold_20
g1428	1031	scaffold_20
g1429	629	scaffold_20
g1430	1677	scaffold_20
g1431	305	scaffold_20
g1432	320	scaffold_20
g1433	368	scaffold_20
g1434	1114	scaffold_20
g1435	687	scaffold_20
g1436	1335	scaffold_20
g1437	1122	scaffold_20
g1438	2439	scaffold_20
g1439	2745	scaffold_20
g1440	934	scaffold_20
g1441	2176	scaffold_20
g1442	336	scaffold_20
g1443	319	scaffold_20
g1444	1710	scaffold_20
g1445	2808	scaffold_20
g1446	196	scaffold_20
g1447	199	scaffold_20
g1448	238	scaffold_20
g1449	259	scaffold_20
g1450	256	scaffold_20
g1451	202	scaffold_20
g1452	251	scaffold_20
g1453	238	scaffold_20
g1454	226	scaffold_20
g1455	1340	scaffold_20
g1456	9806	scaffold_20
g1457	1782	scaffold_20
g1458	301	scaffold_20
g1459	788	scaffold_20
g1460	1056	scaffold_20
g1461	2634	scaffold_20
g1462	4018	scaffold_20
g1463	2843	scaffold_20
g1464	1463	scaffold_20
g1465	905	scaffold_20
g1466	1285	scaffold_20
g1467	1191	scaffold_20
g1468	291	scaffold_20
g1469	432	scaffold_20
g1470	1220	scaffold_20
g1471	948	scaffold_20
g1472	1767	scaffold_20
g1473	468	scaffold_20
g1474	338	scaffold_20
g1475	984	scaffold_20
g1476	1293	scaffold_20
g1477	524	scaffold_20
g1478	427	scaffold_20
g1479	1099	scaffold_20
g1480	1488	scaffold_20
g1481	790	scaffold_20
g1482	949	scaffold_20
g1483	1683	scaffold_20
g1484	1955	scaffold_20
g1485	2250	scaffold_20
g1486	379	scaffold_20
g1487	424	scaffold_20
g1488	369	scaffold_20
g1489	448	scaffold_20
g1490	2931	scaffold_20
g1491	911	scaffold_20
g1492	385	scaffold_20
g1493	1466	scaffold_20
g1494	831	scaffold_20
g1495	732	scaffold_20
g1496	1862	scaffold_20
g1497	1428	scaffold_20
g1498	270	scaffold_20
g1499	261	scaffold_20
g1500	230	scaffold_20
g1501	833	scaffold_20
g1502	221	scaffold_20
g1503	443	scaffold_20
g1504	760	scaffold_20
g1505	271	scaffold_20
g1506	760	scaffold_20
g1507	1111	scaffold_20
g1508	338	scaffold_20
g1509	334	scaffold_20
g1510	1438	scaffold_20
g1511	1262	scaffold_20
g1512	230	scaffold_20
g1513	1309	scaffold_20
g1514	351	scaffold_20
g1515	361	scaffold_20
g1516	335	scaffold_20
g1517	3053	scaffold_20
g1518	234	scaffold_20
g1519	1214	scaffold_20
g1520	295	scaffold_20
g1521	1076	scaffold_20
g1522	3727	scaffold_20
g1523	4174	scaffold_20
g1524	223	scaffold_20
g1525	240	scaffold_20
g1526	274	scaffold_20
g1527	2812	scaffold_20
g1528	625	scaffold_20
g1529	655	scaffold_20
g1530	195	scaffold_20
g1531	1617	scaffold_842
g1532	914	scaffold_453
g1533	469	scaffold_453
g1534	629	scaffold_596
g1535	818	scaffold_596
g1536	1884	scaffold_596
g1537	1438	scaffold_596
g1538	255	scaffold_596
g1539	1216	scaffold_596
g1540	1423	scaffold_596
g1541	1699	scaffold_596
g1542	3802	scaffold_596
g1543	596	scaffold_596
g1544	5350	scaffold_596
g1545	380	scaffold_1023
g1546	455	scaffold_1486
g1547	378	scaffold_721
g1548	1045	scaffold_721
g1549	719	scaffold_721
g1550	470	scaffold_721
g1551	433	scaffold_721
g1552	555	scaffold_721
g1553	323	scaffold_1622
g1554	253	scaffold_206
g1555	642	scaffold_206
g1556	1175	scaffold_206
g1557	1148	scaffold_206
g1558	336	scaffold_206
g1559	788	scaffold_206
g1560	1122	scaffold_206
g1561	571	scaffold_206
g1562	2464	scaffold_206
g1563	788	scaffold_206
g1564	659	scaffold_206
g1565	1805	scaffold_206
g1566	344	scaffold_206
g1567	218	scaffold_206
g1568	293	scaffold_206
g1569	312	scaffold_206
g1570	245	scaffold_206
g1571	901	scaffold_206
g1572	2222	scaffold_206
g1573	685	scaffold_206
g1574	717	scaffold_206
g1575	1635	scaffold_206
g1576	1333	scaffold_206
g1577	1805	scaffold_206
g1578	1911	scaffold_206
g1579	645	scaffold_206
g1580	630	scaffold_206
g1581	954	scaffold_206
g1582	1700	scaffold_206
g1583	1668	scaffold_206
g1584	4959	scaffold_206
g1585	434	scaffold_1601
g1586	1095	scaffold_824
g1587	1095	scaffold_824
g1588	805	scaffold_824
g1589	434	scaffold_824
g1590	341	scaffold_824
g1591	381	scaffold_824
g1592	1212	scaffold_824
g1593	532	scaffold_824
g1594	253	scaffold_824
g1595	321	scaffold_1845
g1596	246	scaffold_346
g1597	418	scaffold_346
g1598	1241	scaffold_346
g1599	465	scaffold_346
g1600	200	scaffold_346
g1601	755	scaffold_346
g1602	943	scaffold_346
g1603	2347	scaffold_346
g1604	331	scaffold_346
g1605	1805	scaffold_346
g1606	2278	scaffold_346
g1607	1292	scaffold_346
g1608	1124	scaffold_346
g1609	860	scaffold_346
g1610	658	scaffold_346
g1611	2871	scaffold_346
g1612	1043	scaffold_346
g1613	469	scaffold_346
g1614	309	scaffold_346
g1615	1503	scaffold_346
g1616	1485	scaffold_346
g1617	202	scaffold_346
g1618	3592	scaffold_346
g1619	474	scaffold_346
g1620	1050	scaffold_346
g1621	3527	scaffold_346
g1622	840	scaffold_346
g1623	1160	scaffold_346
g1624	821	scaffold_346
g1625	309	scaffold_346
g1626	980	scaffold_346
g1627	533	scaffold_346
g1628	273	scaffold_346
g1629	1609	scaffold_346
g1630	534	scaffold_346
g1631	2923	scaffold_346
g1632	1802	scaffold_1160
g1633	330	scaffold_1160
g1634	2638	scaffold_724
g1635	306	scaffold_724
g1636	410	scaffold_1710
g1637	497	scaffold_1710
g1638	392	scaffold_1710
g1639	363	scaffold_1710
g1640	338	scaffold_157
g1641	1621	scaffold_157
g1642	451	scaffold_157
g1643	887	scaffold_157
g1644	332	scaffold_157
g1645	269	scaffold_157
g1646	395	scaffold_157
g1647	314	scaffold_157
g1648	596	scaffold_157
g1649	491	scaffold_157
g1650	629	scaffold_157
g1651	890	scaffold_157
g1652	677	scaffold_157
g1653	1733	scaffold_157
g1654	305	scaffold_157
g1655	197	scaffold_157
g1656	260	scaffold_157
g1657	361	scaffold_157
g1658	244	scaffold_157
g1659	2231	scaffold_157
g1660	2657	scaffold_157
g1661	584	scaffold_157
g1662	1957	scaffold_157
g1663	444	scaffold_157
g1664	458	scaffold_157
g1665	716	scaffold_157
g1666	733	scaffold_157
g1667	1144	scaffold_157
g1668	657	scaffold_157
g1669	1150	scaffold_157
g1670	937	scaffold_157
g1671	1077	scaffold_157
g1672	1127	scaffold_157
g1673	297	scaffold_157
g1674	269	scaffold_157
g1675	545	scaffold_157
g1676	229	scaffold_157
g1677	388	scaffold_753
g1678	258	scaffold_753
g1679	989	scaffold_753
g1680	1040	scaffold_243
g1681	239	scaffold_243
g1682	565	scaffold_243
g1683	468	scaffold_243
g1684	657	scaffold_243
g1685	661	scaffold_243
g1686	3104	scaffold_243
g1687	9926	scaffold_243
g1688	5251	scaffold_243
g1689	400	scaffold_243
g1690	274	scaffold_243
g1691	196	scaffold_243
g1692	361	scaffold_243
g1693	220	scaffold_243
g1694	833	scaffold_243
g1695	342	scaffold_243
g1696	850	scaffold_243
g1697	473	scaffold_243
g1698	2222	scaffold_243
g1699	1103	scaffold_243
g1700	2215	scaffold_243
g1701	1011	scaffold_243
g1702	2431	scaffold_243
g1703	545	scaffold_243
g1704	212	scaffold_243
g1705	2784	scaffold_243
g1706	467	scaffold_243
g1707	278	scaffold_243
g1708	1395	scaffold_243
g1709	2190	scaffold_243
g1710	1676	scaffold_243
g1711	2099	scaffold_243
g1712	551	scaffold_243
g1713	1346	scaffold_243
g1714	1371	scaffold_243
g1715	5075	scaffold_243
g1716	2838	scaffold_766
g1717	1314	scaffold_766
g1718	255	scaffold_766
g1719	137	scaffold_482
g1720	596	scaffold_482
g1721	596	scaffold_482
g1722	275	scaffold_482
g1723	587	scaffold_482
g1724	1908	scaffold_482
g1725	968	scaffold_482
g1726	1361	scaffold_482
g1727	1019	scaffold_482
g1728	1204	scaffold_482
g1729	596	scaffold_482
g1730	1025	scaffold_482
g1731	1213	scaffold_482
g1732	1788	scaffold_482
g1733	1284	scaffold_1185
g1734	1401	scaffold_379
g1735	3655	scaffold_379
g1736	1259	scaffold_379
g1737	768	scaffold_379
g1738	319	scaffold_379
g1739	1396	scaffold_379
g1740	1335	scaffold_379
g1741	314	scaffold_379
g1742	700	scaffold_379
g1743	835	scaffold_379
g1744	383	scaffold_379
g1745	1335	scaffold_379
g1746	1809	scaffold_379
g1747	1136	scaffold_379
g1748	1471	scaffold_379
g1749	3020	scaffold_379
g1750	899	scaffold_1965
g1751	544	scaffold_1732
g1752	1061	scaffold_1732
g1753	1752	scaffold_199
g1754	1431	scaffold_199
g1755	2265	scaffold_199
g1756	1887	scaffold_199
g1757	617	scaffold_199
g1758	1821	scaffold_199
g1759	1756	scaffold_199
g1760	2600	scaffold_199
g1761	1022	scaffold_199
g1762	982	scaffold_199
g1763	3917	scaffold_199
g1764	1418	scaffold_199
g1765	2000	scaffold_199
g1766	539	scaffold_199
g1767	2110	scaffold_199
g1768	2871	scaffold_199
g1769	1176	scaffold_199
g1770	387	scaffold_199
g1771	2211	scaffold_199
g1772	1951	scaffold_199
g1773	1463	scaffold_199
g1774	1773	scaffold_199
g1775	388	scaffold_199
g1776	296	scaffold_199
g1777	969	scaffold_199
g1778	2369	scaffold_199
g1779	896	scaffold_199
g1780	456	scaffold_199
g1781	2491	scaffold_199
g1782	326	scaffold_199
g1783	372	scaffold_199
g1784	491	scaffold_199
g1785	1068	scaffold_330
g1786	1047	scaffold_330
g1787	1151	scaffold_330
g1788	650	scaffold_330
g1789	2761	scaffold_330
g1790	1156	scaffold_330
g1791	1294	scaffold_330
g1792	658	scaffold_330
g1793	4585	scaffold_330
g1794	497	scaffold_330
g1795	2087	scaffold_330
g1796	1483	scaffold_330
g1797	479	scaffold_330
g1798	292	scaffold_330
g1799	6630	scaffold_330
g1800	1028	scaffold_330
g1801	631	scaffold_330
g1802	4058	scaffold_330
g1803	1713	scaffold_330
g1804	2210	scaffold_330
g1805	2674	scaffold_330
g1806	446	scaffold_330
g1807	1925	scaffold_330
g1808	874	scaffold_330
g1809	724	scaffold_330
g1810	1295	scaffold_330
g1811	3103	scaffold_330
g1812	702	scaffold_330
g1813	1195	scaffold_330
g1814	196	scaffold_330
g1815	405	scaffold_229
g1816	352	scaffold_229
g1817	2617	scaffold_229
g1818	535	scaffold_229
g1819	544	scaffold_229
g1820	4025	scaffold_229
g1821	208	scaffold_229
g1822	1867	scaffold_229
g1823	1745	scaffold_229
g1824	1818	scaffold_229
g1825	643	scaffold_229
g1826	1196	scaffold_229
g1827	3706	scaffold_229
g1828	1224	scaffold_229
g1829	426	scaffold_229
g1830	1214	scaffold_229
g1831	629	scaffold_229
g1832	1153	scaffold_229
g1833	2477	scaffold_229
g1834	554	scaffold_229
g1835	4615	scaffold_229
g1836	2174	scaffold_229
g1837	278	scaffold_229
g1838	436	scaffold_229
g1839	1493	scaffold_229
g1840	367	scaffold_229
g1841	2649	scaffold_229
g1842	962	scaffold_229
g1843	223	scaffold_229
g1844	1034	scaffold_229
g1845	876	scaffold_229
g1846	220	scaffold_229
g1847	2030	scaffold_229
g1848	338	scaffold_229
g1849	1528	scaffold_229
g1850	719	scaffold_229
g1851	743	scaffold_229
g1852	726	scaffold_229
g1853	1700	scaffold_229
g1854	752	scaffold_229
g1855	763	scaffold_229
g1856	1346	scaffold_229
g1857	282	scaffold_229
g1858	1664	scaffold_229
g1859	2389	scaffold_229
g1860	3628	scaffold_229
g1861	1280	scaffold_229
g1862	611	scaffold_1167
g1863	389	scaffold_1167
g1864	322	scaffold_975
g1865	322	scaffold_975
g1866	341	scaffold_975
g1867	595	scaffold_975
g1868	122	scaffold_1564
g1869	216	scaffold_1564
g1870	653	scaffold_1825
g1871	643	scaffold_1825
g1872	1403	scaffold_1128
g1873	564	scaffold_1120
g1874	242	scaffold_1120
g1875	1539	scaffold_1215
g1876	1533	scaffold_620
g1877	1434	scaffold_620
g1878	930	scaffold_620
g1879	1764	scaffold_620
g1880	1884	scaffold_620
g1881	2615	scaffold_620
g1882	361	scaffold_620
g1883	328	scaffold_1222
g1884	1505	scaffold_1222
g1885	3570	scaffold_546
g1886	1391	scaffold_546
g1887	2710	scaffold_546
g1888	1085	scaffold_546
g1889	1063	scaffold_546
g1890	785	scaffold_546
g1891	1034	scaffold_546
g1892	1180	scaffold_546
g1893	1437	scaffold_546
g1894	1016	scaffold_546
g1895	158	scaffold_1263
g1896	1517	scaffold_741
g1897	1257	scaffold_245
g1898	2434	scaffold_245
g1899	1142	scaffold_245
g1900	559	scaffold_245
g1901	437	scaffold_245
g1902	1187	scaffold_245
g1903	351	scaffold_245
g1904	1330	scaffold_245
g1905	1004	scaffold_245
g1906	1163	scaffold_245
g1907	2253	scaffold_245
g1908	1144	scaffold_245
g1909	981	scaffold_245
g1910	1010	scaffold_245
g1911	965	scaffold_245
g1912	1881	scaffold_245
g1913	1044	scaffold_245
g1914	643	scaffold_245
g1915	419	scaffold_245
g1916	1116	scaffold_245
g1917	2282	scaffold_245
g1918	1256	scaffold_245
g1919	944	scaffold_245
g1920	1034	scaffold_245
g1921	1187	scaffold_245
g1922	1731	scaffold_245
g1923	2848	scaffold_245
g1924	1026	scaffold_218
g1925	344	scaffold_218
g1926	459	scaffold_218
g1927	317	scaffold_218
g1928	2792	scaffold_218
g1929	466	scaffold_218
g1930	2641	scaffold_218
g1931	1405	scaffold_218
g1932	1070	scaffold_218
g1933	2104	scaffold_218
g1934	864	scaffold_218
g1935	2902	scaffold_218
g1936	260	scaffold_218
g1937	349	scaffold_218
g1938	4445	scaffold_218
g1939	1085	scaffold_218
g1940	714	scaffold_218
g1941	1829	scaffold_218
g1942	2372	scaffold_218
g1943	616	scaffold_218
g1944	492	scaffold_218
g1945	3171	scaffold_218
g1946	3434	scaffold_218
g1947	1820	scaffold_218
g1948	431	scaffold_218
g1949	1302	scaffold_218
g1950	2138	scaffold_218
g1951	1904	scaffold_218
g1952	1419	scaffold_218
g1953	1374	scaffold_218
g1954	1368	scaffold_218
g1955	1395	scaffold_218
g1956	1380	scaffold_218
g1957	1999	scaffold_218
g1958	1365	scaffold_218
g1959	1436	scaffold_218
g1960	1424	scaffold_218
g1961	1457	scaffold_218
g1962	1463	scaffold_218
g1963	1342	scaffold_218
g1964	1001	scaffold_218
g1965	1387	scaffold_218
g1966	1019	scaffold_218
g1967	443	scaffold_218
g1968	1466	scaffold_218
g1969	1475	scaffold_218
g1970	1470	scaffold_218
g1971	2980	scaffold_218
g1972	1064	scaffold_218
g1973	1466	scaffold_218
g1974	1505	scaffold_218
g1975	1430	scaffold_218
g1976	1253	scaffold_218
g1977	1530	scaffold_218
g1978	1482	scaffold_218
g1979	1568	scaffold_218
